pxd	run	tissue_mlm	confidence_mlm	tissue_llm	is_agree	is_in_mlm_vocab	lin_similarity	uberon_distance	concordance_tier	mica_label	disease_state_llm	sample_source_llm
PXD006371	Lanlach10	Adipose tissue	0.0709	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach11	Liver	0.0787	peritoneum	False	False	0.4324	4.0	Distant Concordance (Organ System)	abdomen	normal	healthy PD patients
PXD006371	Lanlach12	Colon	0.0603	peritoneum	False	False	0.1436	5.0	True Conflict	mesenchyme	normal	healthy PD patients
PXD006371	Lanlach13	Adipose tissue	0.0538	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach14	Placenta	0.0584	peritoneum	False	False	0.1892	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	Lanlach15	Monocytes	0.0656	peritoneum	False	False	0.1951	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	Lanlach16	Placenta	0.0545	peritoneum	False	False	0.1892	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	Lanlach17	Adipose tissue	0.0559	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach18	Testis	0.0654	peritoneum	False	False	0.0641	4.0	Distant Concordance (Organ System)	embryo	normal	healthy PD patients
PXD006371	Lanlach19	Ovary	0.0726	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach2	Ovary	0.3316	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach20	Monocytes	0.073	peritoneum	False	False	0.1951	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	Lanlach21	Monocytes	0.0992	peritoneum	False	False	0.1951	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	Lanlach22	Ovary	0.1072	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach23	Ovary	0.0862	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach24	Ovary	0.1345	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach25	Ovary	0.177	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach26	Ovary	0.1612	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach27	Ovary	0.0682	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach3	Thyroid	0.1512	peritoneum	False	False	0.1511	6.0	True Conflict	unilaminar epithelium	normal	healthy PD patients
PXD006371	Lanlach30	Adipose tissue	0.1645	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach31	Adipose tissue	0.1025	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach32	Adipose tissue	0.068	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach33	Adipose tissue	0.0867	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach34	Testis	0.0558	peritoneum	False	False	0.0641	4.0	Distant Concordance (Organ System)	embryo	normal	healthy PD patients
PXD006371	Lanlach35	Appendix	0.0438	peritoneum	False	False	0.1304	6.0	True Conflict	mesenchyme	normal	healthy PD patients
PXD006371	Lanlach37	Colon	0.0674	peritoneum	False	False	0.1436	5.0	True Conflict	mesenchyme	normal	healthy PD patients
PXD006371	Lanlach38	Adipose tissue	0.048	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach39	Adipose tissue	0.057	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach4	Adipose tissue	0.1123	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach47	Esophagus	0.0808	peritoneum	False	False	0.0965	5.0	True Conflict	anatomical space	normal	healthy PD patients
PXD006371	Lanlach48	Ovary	0.1499	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach49	Ovary	0.1457	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach5	Ovary	0.083	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach6	Ovary	0.1074	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	Lanlach7	Placenta	0.1365	peritoneum	False	False	0.1892	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	Lanlach8	Adipose tissue	0.0767	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	Lanlach9	Ovary	0.0758	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	sample1	Ovary	0.0517	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	sample10	Adipose tissue	0.1171	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample2	Adipose tissue	0.1016	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample3	Adipose tissue	0.1246	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample4	Adipose tissue	0.1393	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample5	Adipose tissue	0.1145	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample6	Adipose tissue	0.1108	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample7	Adipose tissue	0.1214	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample8	Adipose tissue	0.1476	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sample9	Adipose tissue	0.1261	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice11	Adipose tissue	0.1276	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice12	Adipose tissue	0.0927	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice13	Adipose tissue	0.127	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice14	Adipose tissue	0.0462	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice15	Adipose tissue	0.0523	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice16	Appendix	0.0451	peritoneum	False	False	0.1304	6.0	True Conflict	mesenchyme	normal	healthy PD patients
PXD006371	sampleice17	Adipose tissue	0.0891	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice19	Adipose tissue	0.0794	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice20	Adipose tissue	0.0723	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice21	Adipose tissue	0.0813	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice22	Colon	0.0594	peritoneum	False	False	0.1436	5.0	True Conflict	mesenchyme	normal	healthy PD patients
PXD006371	sampleice23	Adipose tissue	0.0439	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice24	Esophagus	0.0678	peritoneum	False	False	0.0965	5.0	True Conflict	anatomical space	normal	healthy PD patients
PXD006371	sampleice25	Adipose tissue	0.0951	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice26	Adipose tissue	0.0832	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice27	Adipose tissue	0.069	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice28	Testis	0.0429	peritoneum	False	False	0.0641	4.0	Distant Concordance (Organ System)	embryo	normal	healthy PD patients
PXD006371	sampleice29	Ovary	0.0808	peritoneum	False	False	0.0682	5.0	True Conflict	embryo	normal	healthy PD patients
PXD006371	sampleice30	Adipose tissue	0.0448	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice31	Appendix	0.0452	peritoneum	False	False	0.1304	6.0	True Conflict	mesenchyme	normal	healthy PD patients
PXD006371	sampleice32	Adipose tissue	0.0438	peritoneum	False	False	0.162	4.0	Distant Concordance (Organ System)	mesenchymal stem cell	normal	healthy PD patients
PXD006371	sampleice34	Smooth muscle	0.0449	peritoneum	False	False	0.135	6.0	True Conflict	mesodermal cell	normal	healthy PD patients
PXD006371	sampleice35	Testis	0.0448	peritoneum	False	False	0.0641	4.0	Distant Concordance (Organ System)	embryo	normal	healthy PD patients
PXD006371	sampleice38	Monocytes	0.0684	peritoneum	False	False	0.1951	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	sampleice39	Monocytes	0.0732	peritoneum	False	False	0.1951	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006371	sampleice40	Monocytes	0.0946	peritoneum	False	False	0.1951	5.0	True Conflict	lateral plate mesoderm	normal	healthy PD patients
PXD006401	10_FASP30k_2	Kidney	0.1956	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	10_HE2_2	Tonsil	0.2136	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	11_FASP30k_3	Kidney	0.2586	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	11_hematoxylin2_1	Tonsil	0.1792	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	12_FASP30k_4	Kidney	0.2042	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	12_hematoxylin2_2	Tonsil	0.2149	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	13_hemalaun2_1	Tonsil	0.1829	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	14_hemalaun2_2	Tonsil	0.2267	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	15_unstained2_1	Tonsil	0.2244	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	16_unstained2_2	Tonsil	0.1922	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	1_DTR1	Kidney	0.2506	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	1_HE1_1	Tonsil	0.1966	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	2_DTR2	Kidney	0.259	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	2_HE1_2	Tonsil	0.2495	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	3_DTR3	Kidney	0.2671	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	3_hematoxylin1_1	Tonsil	0.2489	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	4_DTR4	Kidney	0.214	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	4_hematoxylin1_2	Tonsil	0.1913	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	5_FASP10k_1	Kidney	0.2081	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	5_hemalaun1_1	Tonsil	0.239	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	6_FASP10k_2	Kidney	0.2326	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	6_hemalaun1_2	Tonsil	0.2215	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD006401	7_FASP10k_3	Kidney	0.1596	tonsil; kidney	True	True	1.0	0.0	Exact Match	kidney	normal	
PXD006401	9_HE2_1	Tonsil	0.2417	tonsil; kidney	True	True	1.0	0.0	Exact Match	tonsil	normal	
PXD007515	556_SP_01-rerun	Prostate	0.4007	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	556_SP_02-rerun	Prostate	0.389	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	556_cells_01-rerun	Prostate	0.3656	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	556_cells_02-rerun	Prostate	0.3693	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	556_tissue_01	Testis	0.242	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	556_tissue_02	Testis	0.1233	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Cells_556_01	Prostate	0.3591	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Cells_556_02	Prostate	0.3787	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Cells_556_03	Prostate	0.38	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Cells_IgG_01	Prostate	0.176	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Cells_IgG_02	Prostate	0.1848	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Cells_IgG_03	Prostate	0.1703	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	DPEP_PH95_A	Testis	0.0734	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	IgG_SP_01_new-rerun	Prostate	0.4106	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	IgG_SP_02_new-rerun	Prostate	0.4012	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	IgG_cells_01_new-rerun	Prostate	0.3603	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	IgG_cells_02_new-rerun	Prostate	0.3649	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	IgG_tissue_01	Testis	0.2001	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	IgG_tissue_02	Testis	0.1923	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	SP_556_03	Prostate	0.3563	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	SP_IgG_01	Prostate	0.3485	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	SP_IgG_02	Prostate	0.4068	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	SP_IgG_03	Prostate	0.3706	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Sulfo_SP_01	Prostate	0.3965	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Sulfo_SP_02	Prostate	0.393	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Sulfo_cells_01	Prostate	0.3668	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Sulfo_cells_02	Prostate	0.3119	testis	False	True	0.7307	4.0	Near-Agreement (Subpart / Secretome)	male reproductive system	normal	testis; semen
PXD007515	Sulfo_tissue_01	Testis	0.2288	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Sulfo_tissue_02	Testis	0.2078	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	TEX101_Expi_Band20K	Esophagus	0.151	testis	False	True	0.0753	5.0	True Conflict	anatomical system	normal	testis; semen
PXD007515	TEX101_Expi_Band29K	Monocytes	0.0741	testis	False	True	0.0888	5.0	True Conflict	embryo	normal	testis; semen
PXD007515	TEX101_Expi_Band35K	Salivary gland	0.1193	testis	False	True	0.0849	4.0	Distant Concordance (Organ System)	embryo	normal	testis; semen
PXD007515	Tissue_229_01	Testis	0.1571	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_229_02	Testis	0.2702	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_229_03	Testis	0.298	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_556_01	Testis	0.3354	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_556_02	Testis	0.2704	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_556_03	Testis	0.378	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_IgG_01	Testis	0.2387	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_IgG_02	Testis	0.1887	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD007515	Tissue_IgG_03	Testis	0.2049	testis	True	True	1.0	0.0	Exact Match	testis	normal	testis; semen
PXD009500	GEN8134A10RW3_B2	Kidney	0.078	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A10RW4_B2	Kidney	0.0778	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A11RW3_C2	Kidney	0.0716	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A11RW4_C2	Testis	0.0591	bone marrow	False	True	0.0935	5.0	True Conflict	embryo	normal	bone marrow aspirates
PXD009500	GEN8134A12RW3_D2	Testis	0.0643	bone marrow	False	True	0.0935	5.0	True Conflict	embryo	normal	bone marrow aspirates
PXD009500	GEN8134A12RW4_D2	Testis	0.0545	bone marrow	False	True	0.0935	5.0	True Conflict	embryo	normal	bone marrow aspirates
PXD009500	GEN8134A13RW3_E2	Kidney	0.1015	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A13RW4_E2	Kidney	0.1122	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A14RW3_F2	Kidney	0.1079	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A14RW4_F2	Kidney	0.1075	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A15RW3_G2	Kidney	0.0946	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A15RW4_G2	Kidney	0.0933	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A16RW3_H2	Lung	0.0893	bone marrow	False	True	0.3044	5.0	True Conflict	anatomical collection	normal	bone marrow aspirates
PXD009500	GEN8134A16RW4_H2	Kidney	0.0789	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A17RW3_A3	Kidney	0.0684	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A17RW4_A3	Testis	0.0611	bone marrow	False	True	0.0935	5.0	True Conflict	embryo	normal	bone marrow aspirates
PXD009500	GEN8134A18RW3_B3	Testis	0.0429	bone marrow	False	True	0.0935	5.0	True Conflict	embryo	normal	bone marrow aspirates
PXD009500	GEN8134A18RW4_B3	Bone marrow	0.0438	bone marrow	True	True	1.0	0.0	Exact Match	bone marrow	normal	bone marrow aspirates
PXD009500	GEN8134A1RW3_A1	Kidney	0.1101	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A1RW4_A1	Kidney	0.1078	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A2RW3_B1	Kidney	0.114	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A2RW4_B1	Kidney	0.1226	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A3RW3_C1	Kidney	0.0862	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A3RW4_C1	Kidney	0.1005	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A4RW3_D1	Kidney	0.0707	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A4RW4_D1	Kidney	0.0624	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A5RW3_E1	Kidney	0.0765	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A5RW4_E1	Endometrium	0.063	bone marrow	False	True	0.1516	4.0	Distant Concordance (Organ System)	connective tissue	normal	bone marrow aspirates
PXD009500	GEN8134A6RW3_F1	Bone marrow	0.0822	bone marrow	True	True	1.0	0.0	Exact Match	bone marrow	normal	bone marrow aspirates
PXD009500	GEN8134A6RW4_F1	Bone marrow	0.081	bone marrow	True	True	1.0	0.0	Exact Match	bone marrow	normal	bone marrow aspirates
PXD009500	GEN8134A7RW3_G1	Kidney	0.1175	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A7RW4_G1	Kidney	0.107	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A8RW3_H1	Kidney	0.1019	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A8RW4_H1	Kidney	0.1068	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A9RW3_A2	Kidney	0.0655	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009500	GEN8134A9RW4_A2	Kidney	0.0736	bone marrow	False	True	0.3601	4.0	Distant Concordance (Organ System)	skeletal element	normal	bone marrow aspirates
PXD009565	011613-Oetzi1051L-TFE-OGE-03	Skeletal muscle	0.0592	stomach	False	True	0.1305	5.0	True Conflict	anatomical system	normal	stomach content samples
PXD009565	011613-Oetzi1051L-TFE-OGE-04	Skeletal muscle	0.0659	stomach	False	True	0.1305	5.0	True Conflict	anatomical system	normal	stomach content samples
