pxd	run	organism	organism_source	tissue	tissue_source	disease	disease_source	cell_line	cell_line_source	material_type	material_type_source	sample_source	sample_source_source	cell_type	cell_type_source	is_human	is_healthy	has_cell_line	in_old_atlas	tissue_ambiguous
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_22_rep3_Frac17	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_22_rep3_Frac18	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_22_rep3_Frac19	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_22_rep3_Frac20	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_22_rep3_Frac21	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_22_rep3_Frac22	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_22_rep3_Frac23	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac01	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac02	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac03	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac04	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac05	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac06	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac07	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac08	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac09	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac10	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac11	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac12	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac13	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac14	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac15	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac16	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac17	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac18	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac19	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac20	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac21	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac22	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac23	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac24	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac25	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac26	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac27	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac28	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac29	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac30	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac31	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac32	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac33	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac34	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac35	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac36	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac37	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac38	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac39	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac40	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac41	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac42	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac43	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac44	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac45	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep1_Frac46	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac01	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac02	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac03	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac04	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac05	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac06	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac07	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac08	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac09	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac10	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac11	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac12	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac13	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac14	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac15	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac16	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac17	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac18	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac19	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac20	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac21	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac22	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac23	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac24	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac25	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac26	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac27	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac28	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac29	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac30	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac31	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac32	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac33	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac34	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac35	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac36	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac37	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac38	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac39	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac40	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac41	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac42	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac43	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac44	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac45	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep2_Frac46	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac01	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac02	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac03	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac04	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac05	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac06	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac07	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac08	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac09	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac10	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac11	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac12	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac13	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac14	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac15	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac16	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac17	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac18	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac19	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac20	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac21	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac22	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac23	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac24	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac25	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac26	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac27	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac28	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac29	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac30	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac31	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac32	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac33	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac34	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac35	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac36	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac37	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac38	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac39	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac40	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac41	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac42	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac43	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac44	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac45	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_24_rep3_Frac46	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac01	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac02	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac03	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac04	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac05	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac06	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac07	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac08	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac09	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac10	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac11	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac12	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac13	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac14	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac15	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac16	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac17	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac18	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac19	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac20	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac21	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac22	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac23	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac24	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac25	homo sapiens	name					hek293	name							True	False	True	False	False
PXD046372	OLEP07_200ng_CPR_HEK_180SPD_33_rep1_Frac26	homo sapiens	name					hek293	name							True	False	True	False	False
