pxd	run	tissue_mlm	confidence_mlm	tissue_llm	is_agree	is_in_mlm_vocab	lin_similarity	uberon_distance	concordance_tier	mica_label	disease_state_llm	sample_source_llm
PXD001418	PBMC_3_stim_ne2a	Bone marrow	0.1931	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	PBMC culture
PXD001418	PBMC_3_stim_ne2b	Bone marrow	0.2008	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	PBMC culture
PXD001418	PBMC_3_stim_ne3a	Monocytes	0.151	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	PBMC culture
PXD001418	PBMC_3_stim_ne3b	Monocytes	0.1547	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	PBMC culture
PXD001418	PBMC_3_stim_ne4a	B-cells	0.1692	blood	False	False	0.6749	5	Distant Concordance (Organ System)	hematopoietic lineage restricted progenitor cell	normal	PBMC culture
PXD001418	PBMC_3_stim_ne4b	B-cells	0.1906	blood	False	False	0.6749	5	Distant Concordance (Organ System)	hematopoietic lineage restricted progenitor cell	normal	PBMC culture
PXD001422	PBMC_1_stim_dex_cyt1a	Monocytes	0.2087	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_1_stim_dex_cyt1b	Bone marrow	0.1992	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	blood
PXD001422	PBMC_1_stim_dex_cyt2a	Monocytes	0.2236	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_1_stim_dex_cyt2b	Monocytes	0.1872	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_1_stim_dex_cyt3a	Monocytes	0.1925	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_1_stim_dex_cyt3b	Monocytes	0.2234	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_1_stim_dex_cyt4a	Monocytes	0.1675	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_1_stim_dex_cyt4b	Monocytes	0.1551	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_2_stim_dex_cyt1a	Bone marrow	0.1652	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	blood
PXD001422	PBMC_2_stim_dex_cyt1b	Bone marrow	0.162	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	blood
PXD001422	PBMC_2_stim_dex_cyt2a	Monocytes	0.1768	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_2_stim_dex_cyt2b	Monocytes	0.206	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_2_stim_dex_cyt3a	Monocytes	0.2035	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_2_stim_dex_cyt3b	Monocytes	0.1907	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_2_stim_dex_cyt4a	Ovary	0.1278	blood	False	False	0.2327	5	True Conflict	primordium	normal	blood
PXD001422	PBMC_2_stim_dex_cyt4b	Monocytes	0.1123	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_3_stim_dex_cyt1a	Bone marrow	0.1351	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	blood
PXD001422	PBMC_3_stim_dex_cyt1b	Monocytes	0.1207	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_3_stim_dex_cyt2a	Monocytes	0.2164	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_3_stim_dex_cyt2b	Monocytes	0.2276	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_3_stim_dex_cyt3a	Monocytes	0.1989	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_3_stim_dex_cyt3b	Monocytes	0.236	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_3_stim_dex_cyt4a	Monocytes	0.1686	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD001422	PBMC_3_stim_dex_cyt4b	Monocytes	0.1682	blood	False	False	0.8311	4	Near-Agreement (Subpart / Secretome)	basophilic cytoplasm	normal	blood
PXD002966	Obc08672	Bone marrow	0.2068	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	blood plasma; bovine serum albumin
PXD002966	QHF0006	Bone marrow	0.1327	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	blood plasma; bovine serum albumin
PXD002966	QHF0009	Bone marrow	0.116	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	blood plasma; bovine serum albumin
PXD002966	QHF0012	Adipose tissue	0.1178	blood	False	False	0.2756	5	True Conflict	mesenchymal stem cell	normal	blood plasma; bovine serum albumin
PXD002966	QHF0013	Adipose tissue	0.1568	blood	False	False	0.2756	5	True Conflict	mesenchymal stem cell	normal	blood plasma; bovine serum albumin
PXD002966	QHF0415	Adipose tissue	0.1533	blood	False	False	0.2756	5	True Conflict	mesenchymal stem cell	normal	blood plasma; bovine serum albumin
PXD003028	20141116_QEp1_LC7_PhGe_4_53_M1_2	Adipose tissue	0.2313	saliva	False	False	0.1749	6	True Conflict	acellular anatomical structure	normal	healthy donors
PXD003028	20141116_QEp1_LC7_PhGe_4_53_M1_3	Adipose tissue	0.2138	saliva	False	False	0.1749	6	True Conflict	acellular anatomical structure	normal	healthy donors
PXD003028	20141116_QEp1_LC7_PhGe_4_53_M1_4	Adipose tissue	0.2029	saliva	False	False	0.1749	6	True Conflict	acellular anatomical structure	normal	healthy donors
PXD003028	20141116_QEp1_LC7_PhGe_4_53_M2_1	Adipose tissue	0.2244	saliva	False	False	0.1749	6	True Conflict	acellular anatomical structure	normal	healthy donors
PXD003028	20141116_QEp1_LC7_PhGe_4_53_M2_2	Adipose tissue	0.1624	saliva	False	False	0.1749	6	True Conflict	acellular anatomical structure	normal	healthy donors
PXD003028	20141116_QEp1_LC7_PhGe_4_53_M2_3	Adipose tissue	0.225	saliva	False	False	0.1749	6	True Conflict	acellular anatomical structure	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_QC_SA_Saliva2_2	Salivary gland	0.2163	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1	Esophagus	0.1984	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated1	Esophagus	0.2366	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated2	Esophagus	0.26	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated3	Esophagus	0.2084	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated4	Esophagus	0.2146	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated5	Esophagus	0.2332	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated6	Salivary gland	0.27	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated7	Esophagus	0.245	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated8	Esophagus	0.2164	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_1m	Esophagus	0.2491	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated1	Esophagus	0.2325	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated2	Esophagus	0.2565	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated3	Salivary gland	0.2974	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated4	Salivary gland	0.2331	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated5	Salivary gland	0.2492	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated6	Esophagus	0.2304	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated7	Esophagus	0.2191	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated8	Esophagus	0.2474	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_2m	Salivary gland	0.2416	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3	Esophagus	0.2244	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated1	Esophagus	0.2412	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated2	Esophagus	0.2241	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated3	Esophagus	0.2323	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated4	Esophagus	0.2352	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated5	Esophagus	0.2149	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated6	Esophagus	0.2438	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated7	Esophagus	0.2229	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated8	Esophagus	0.2845	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_3m	Salivary gland	0.2413	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_4	Esophagus	0.2423	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_4m	Esophagus	0.2279	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5	Esophagus	0.2319	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated1	Esophagus	0.2408	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated2	Salivary gland	0.2509	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated3	Esophagus	0.2271	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated4	Salivary gland	0.2445	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated5	Esophagus	0.233	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated6	Esophagus	0.2462	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated7	Esophagus	0.2166	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated8	Esophagus	0.2524	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_5m	Salivary gland	0.2307	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6	Esophagus	0.2378	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated1	Salivary gland	0.206	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated2	Esophagus	0.2351	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated3	Esophagus	0.2469	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated4	Salivary gland	0.2814	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated5	Salivary gland	0.296	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated6	Esophagus	0.2259	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated7	Esophagus	0.232	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated8	Esophagus	0.2351	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_6m	Salivary gland	0.2288	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7	Esophagus	0.2263	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated1	Salivary gland	0.2351	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated2	Salivary gland	0.2518	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated3	Salivary gland	0.2336	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated4	Salivary gland	0.2111	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated5	Esophagus	0.2617	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated6	Salivary gland	0.2297	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated7	Salivary gland	0.2889	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated8	Esophagus	0.2321	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_7m	Esophagus	0.2217	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8	Esophagus	0.2219	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated1	Esophagus	0.2597	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated2	Esophagus	0.2544	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated3	Esophagus	0.2324	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated4	Esophagus	0.2214	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated5	Salivary gland	0.3006	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated6	Esophagus	0.2053	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated7	Salivary gland	0.2246	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated8	Esophagus	0.2122	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150414_QEp1_LC7_NiGr_SA_Saliva_8m	Salivary gland	0.2525	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150513_QEp4_NiGr_SA_workflow_rep1	Esophagus	0.2339	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003028	20150513_QEp4_NiGr_SA_workflow_rep2	Salivary gland	0.2255	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150513_QEp4_NiGr_SA_workflow_rep3	Salivary gland	0.2595	saliva	False	False	0.9987	1	Near-Agreement (Subpart / Secretome)	saliva	normal	healthy donors
PXD003028	20150602_QEp3_NiGr_SA_saliva3_4	Esophagus	0.2268	saliva	False	False	0.1351	3	Distant Concordance (Organ System)	subdivision of tube	normal	healthy donors
PXD003657	qeP_09222015_10C	Bone marrow	0.1964	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeP_09222015_12D	Bone marrow	0.1917	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeP_09222015_14E	Bone marrow	0.1957	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeP_09222015_16F	Bone marrow	0.1797	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeP_09222015_18G	Bone marrow	0.1961	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeP_09222015_20H	Bone marrow	0.1961	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeP_09222015_22_I	Testis	0.2517	breast	False	False	0.1817	5	True Conflict	primordium	normal	milk
PXD003657	qeP_09222015_24_l	Bone marrow	0.1962	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeP_09222015_8B	Bone marrow	0.1911	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeplus_05202015_27AV1	Bone marrow	0.1964	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD003657	qeplus_05202015_29Av2	Bone marrow	0.1964	breast	False	False	0.2838	4	Distant Concordance (Organ System)	hemolymphoid system	normal	milk
PXD005200	20151124_QEp7_JRW_SA_A_O66	Bone marrow	0.1338	blood	False	False	0.7688	2	Near-Agreement (Subpart / Secretome)	hematopoietic system	normal	erythrocyte
