pxd,agent,field,earlier,expanded,category,similarity,earlier_id,expanded_id,hops
PXD006114,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006114,BiologicalAgent,cell_line,h1975,h1975,EXACT_LEXICAL,1.0,,,
PXD006114,BiologicalAgent,cell_line,hcc827,hcc827,EXACT_LEXICAL,1.0,,,
PXD006114,BiologicalAgent,sex,female,female,EXACT_LEXICAL,1.0,,,
PXD006114,BiologicalAgent,strain,balb/c nude,balb/c nude,EXACT_LEXICAL,1.0,,,
PXD006114,BiologicalAgent,strain,cd1 nu/nu,cd1 nu/nu,EXACT_LEXICAL,1.0,,,
PXD006114,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD006299,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006299,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006299,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD006447,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006447,BiologicalAgent,species,saccharomyces cerevisiae,saccharomyces cerevisiae,EXACT_LEXICAL,1.0,,,
PXD006447,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006447,BiologicalAgent,strain,edc3,edc3,EXACT_LEXICAL,1.0,,,
PXD006447,BiologicalAgent,material_type,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006571,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006571,BiologicalAgent,tissue,blood,blood,EXACT_LEXICAL,1.0,,,
PXD006571,BiologicalAgent,cell_type,b cell,b cell,EXACT_LEXICAL,1.0,,,
PXD006571,BiologicalAgent,disease_state,b cell chronic lymphocytic leukemia,chronic lymphocytic leukemia,ONTOLOGY_EQUIVALENT,1.0,MONDO:0004948,MONDO:0004948,0
PXD006571,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006571,BiologicalAgent,sample_source,healthy donors,healthy donors,EXACT_LEXICAL,1.0,,,
PXD006571,BiologicalAgent,cell_line,jvm-13,jvm-13,EXACT_LEXICAL,1.0,,,
PXD006571,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD006607,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006607,BiologicalAgent,tissue,brain,brain,EXACT_LEXICAL,1.0,,,
PXD006607,BiologicalAgent,disease_state,medulloblastoma,childhood medulloblastoma,EXPANDED_NARROWER,0.9,MONDO:0007959,MONDO:0002797,1
PXD006607,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD006770,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006770,BiologicalAgent,species,mus musculus,mus musculus,EXACT_LEXICAL,1.0,,,
PXD006770,BiologicalAgent,tissue,lung,lung,EXACT_LEXICAL,1.0,,,
PXD006770,BiologicalAgent,disease_state,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,EXACT_LEXICAL,1.0,,,
PXD006770,BiologicalAgent,disease_state,cystic fibrosis,cystic fibrosis,EXACT_LEXICAL,1.0,,,
PXD006770,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD006897,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006897,BiologicalAgent,species,mus musculus,mus musculus,EXACT_LEXICAL,1.0,,,
PXD006897,BiologicalAgent,tissue,kidney,kidney,EXACT_LEXICAL,1.0,,,
PXD006897,BiologicalAgent,cell_type,podocyte,podocyte,EXACT_LEXICAL,1.0,,,
PXD006897,BiologicalAgent,disease_state,proteinuric glomerular kidney disease,proteinuric kidney disease,SEMANTIC_CANDIDATE,0.9361152052879333,,,
PXD006897,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD007149,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007149,BiologicalAgent,material_type,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,tissue,embryo,embryo,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,cell_type,embryonic stem cell,embryonic stem cell,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,cell_line,h1 (wa01),h1 (wa01),EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,cell_line,h9 (wa09),h9 (wa09),EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,cell_line,hfib2-ips4,hfib2-ips4,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,cell_line,hues6,hues6,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,cell_line,hues9,hues9,EXACT_LEXICAL,1.0,,,
PXD007270,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD007643,BiologicalAgent,species,escherichia coli,escherichia coli,EXACT_LEXICAL,1.0,,,
PXD007643,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007643,BiologicalAgent,tissue,blood,blood,EXACT_LEXICAL,1.0,,,
PXD007643,BiologicalAgent,sample_source,e. coli extract,e. coli cells,SEMANTIC_CANDIDATE,0.793326735496521,,,
PXD007643,BiologicalAgent,sample_source,human blood plasma,human plasma,SEMANTIC_CANDIDATE,0.9359420537948608,,,
PXD007643,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD007643,BiologicalAgent,material_type,cell extract,cell culture,SEMANTIC_CANDIDATE,0.7083825469017029,,,
PXD007738,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007738,BiologicalAgent,cell_type,human embryonic stem cells,embryonic stem cell,SEMANTIC_CANDIDATE,0.9223886132240295,,CL:0002322,
PXD007738,BiologicalAgent,cell_type,neuronal counterpart,neuron,SEMANTIC_CANDIDATE,0.8243072628974915,,CL:0000540,
PXD007738,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD007738,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007738,BiologicalAgent,cell_line,h9 (wa09) and h1 (wa01) hesc lines were obtained from wicell research institute,h9 (wa09),SEMANTIC_CANDIDATE,0.7008485198020935,,,
PXD007738,BiologicalAgent,cell_line,hfib2-ips4,hfib2-ips4,EXACT_LEXICAL,1.0,,,
PXD007738,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD007738,BiologicalAgent,developmental_stage,embryonic,embryonic,EXACT_LEXICAL,1.0,,,
PXD007842,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007842,BiologicalAgent,disease_state,human african trypanosomiasis,trypanosomiasis,EXPANDED_BROADER,0.9,MONDO:0005459,MONDO:0000940,1
PXD007842,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,tissue,colon,colon,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,cell_type,mucosal epithelial cells,mucosal epithelial cells,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,disease_state,crohn's disease,crohn's disease,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,disease_state,inflammatory bowel disease,inflammatory bowel disease,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,disease_state,ulcerative colitis,ulcerative colitis,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,age,<18 years old,<18 years old,EXACT_LEXICAL,1.0,,,
PXD007959,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD008076,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008076,BiologicalAgent,disease_state,fibromyalgia,fibromyalgia,EXACT_LEXICAL,1.0,,,
PXD008076,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD008178,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008178,BiologicalAgent,tissue,cervix,cervix,EXACT_LEXICAL,1.0,,,
PXD008178,BiologicalAgent,cell_type,cervical epithelial cell,epithelial cell,SEMANTIC_CANDIDATE,0.761238157749176,,CL:0000066,
PXD008178,BiologicalAgent,disease_state,cervical adenocarcinoma,cervical adenocarcinoma,EXACT_LEXICAL,1.0,,,
PXD008178,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD008178,BiologicalAgent,cell_line,hela,hela,EXACT_LEXICAL,1.0,,,
PXD008178,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD008333,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008333,BiologicalAgent,tissue,testis,testis,EXACT_LEXICAL,1.0,,,
PXD008333,BiologicalAgent,cell_type,spermatozoa,spermatozoa,EXACT_LEXICAL,1.0,,,
PXD008333,BiologicalAgent,disease_state,idiopathic male infertility,idiopathic male infertility,EXACT_LEXICAL,1.0,,,
PXD008333,BiologicalAgent,sample_source,patient spermatozoa,patient spermatozoa,EXACT_LEXICAL,1.0,,,
PXD008333,BiologicalAgent,sex,male,male,EXACT_LEXICAL,1.0,,,
PXD008333,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD008468,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008468,BiologicalAgent,tissue,blood,blood plasma,SEMANTIC_CANDIDATE,0.7394989728927612,UBERON:0000178,UBERON:0001969,
PXD008468,BiologicalAgent,disease_state,myocardial infarction,acute myocardial infarction,EXPANDED_NARROWER,0.9,MONDO:0005068,MONDO:0004781,1
PXD008468,BiologicalAgent,sample_source,patient plasma,patient plasma,EXACT_LEXICAL,1.0,,,
PXD008468,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,tissue,breast,breast,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,cell_type,fibroblast,fibroblast,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,disease_state,breast carcinoma,breast cancer,EXPANDED_BROADER,0.9,MONDO:0004989,MONDO:0007254,1
PXD008719,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,cell_line,mcf-7,mcf-7,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,cell_line,zr-75-1,zr-75-1,EXACT_LEXICAL,1.0,,,
PXD008719,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD008918,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008918,BiologicalAgent,cell_type,monocyte-derived hepatocyte-like cells,hepatocyte-like cell,SEMANTIC_CANDIDATE,0.8683578372001648,,,
PXD008918,BiologicalAgent,disease_state,diclofenac-induced drug-induced liver injury,diclofenac-induced drug-induced liver injury,EXACT_LEXICAL,1.0,,,
PXD008918,BiologicalAgent,material_type,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD008980,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008980,BiologicalAgent,tissue,lung,lung,EXACT_LEXICAL,1.0,,,
PXD008980,BiologicalAgent,cell_type,lung fibroblast,fibroblast,SEMANTIC_CANDIDATE,0.7865971326828003,,CL:0000057,
PXD008980,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD008980,BiologicalAgent,cell_line,imr-90,imr-90,EXACT_LEXICAL,1.0,,,
PXD008980,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD009095,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009095,BiologicalAgent,tissue,kidney,kidney,EXACT_LEXICAL,1.0,,,
PXD009095,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD009095,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009095,BiologicalAgent,cell_line,hek293 6e,hek293,SEMANTIC_CANDIDATE,0.8349632024765015,,CLO:0001230,
PXD009095,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD009161,BiologicalAgent,cell_type,endothelial cell,endothelial cell,EXACT_LEXICAL,1.0,,,
PXD009161,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009161,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,tissue,head,head and neck,SEMANTIC_CANDIDATE,0.8250323534011841,UBERON:0000033,,
PXD009241,BiologicalAgent,disease_state,head and neck squamous cell carcinoma,head and neck squamous cell carcinoma,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,cell_line,cal 27,cal 27,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,cell_line,fadu,fadu,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,cell_line,jhu-o28,jhu-o28,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,cell_line,okf6/tert1,okf6/tert1,EXACT_LEXICAL,1.0,,,
PXD009241,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD009300,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009300,BiologicalAgent,tissue,kidney,kidney,EXACT_LEXICAL,1.0,,,
PXD009300,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD009300,BiologicalAgent,disease_state,chromophobe renal cell carcinoma,chromophobe renal cell carcinoma,EXACT_LEXICAL,1.0,,,
PXD009300,BiologicalAgent,disease_state,renal oncocytoma,renal oncocytoma,EXACT_LEXICAL,1.0,,,
PXD009300,BiologicalAgent,sample_source,tumor biopsy,tumor biopsy,EXACT_LEXICAL,1.0,,,
PXD009300,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
