pxd,cohort,agent,field,old_count,new_count,status,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_jaccard,unmatched_earlier,unmatched_expanded
PXD005544,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary tnbc tumors""]","[""tumor biopsy""]"
PXD005544,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""formalin-fixed paraffin-embedded primary tnbc tumors""]","[""tissue""]"
PXD005753,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""6 months""]","[""6 months of age""]"
PXD006114,with_methods,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mus musculus""]","[""homo sapiens""]"
PXD006299,abstract_only,BiologicalAgent,cell_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""cell line""]","[""epithelial cell"", ""t cell""]"
PXD006607,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary human medulloblastomas""]","[""tumor samples""]"
PXD006770,abstract_only,BiologicalAgent,sample_source,2,4,no_accepted_overlap_review,0,0,0,0.0,"[""mouse model"", ""patient lavage""]","[""epithelial cells"", ""human balf"", ""mice balf"", ""mucus plugs""]"
PXD006897,abstract_only,BiologicalAgent,sample_source,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""mice with kidney disease"", ""patients with kidney disease""]","[""mouse tissue"", ""patient tissue""]"
PXD007842,abstract_only,BiologicalAgent,sample_source,1,5,no_accepted_overlap_review,0,0,0,0.0,"[""angolan individuals""]","[""patient cerebrospinal fluid"", ""patient saliva"", ""patient serum"", ""patient urine"", ""uninfected controls""]"
PXD007959,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mucosal layer aspirate""]","[""colon aspirate""]"
PXD008076,abstract_only,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""patient csf""]","[""csf from fm patients"", ""csf from non-pain controls""]"
PXD008918,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""blood""]","[""liver""]"
PXD008918,with_methods,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""peripheral blood monocytes""]","[""healthy donors"", ""patient blood""]"
PXD008980,with_methods,BiologicalAgent,disease_state,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""adenovirus type 2 infection"", ""normal""]","[""viral infectious disease""]"
PXD009095,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""kidney""]"
PXD009161,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mus musculus""]","[""homo sapiens""]"
PXD009241,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""oral keratinocyte""]","[""squamous epithelial cell""]"
PXD009500,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD009578,with_methods,BiologicalAgent,age,5,5,no_accepted_overlap_review,0,0,0,0.0,"[""18 months"", ""2 years, range 1-8.5 years"", ""2.2 years, range 0.5-3 years"", ""8.2 years, range 1-18 years"", ""8.25 years, range 0.4-15 years""]","[""0.4\u201315 years"", ""0.5\u20133 years"", ""1\u201318 years"", ""1\u20138.5 years"", ""p18""]"
PXD009760,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""brain""]","[""cervix""]"
PXD009760,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""neuron""]","[""hela cell""]"
PXD009760,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""amyotrophic lateral sclerosis""]","[""cervical adenocarcinoma""]"
PXD009760,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""cell line""]"
PXD010093,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""testis cells""]","[""diploid cell""]"
PXD010154,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy human tissue""]","[""healthy donors""]"
PXD010469,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""kidney""]","[""urine""]"
PXD011075,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""eye""]","[""tear""]"
PXD011609,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""formalin-fixed paraffin embedded tissue""]","[""skin biopsy""]"
PXD013923,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""melanoma""]","[""skin cancer""]"
PXD046676,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""acute ischemic stroke""]"
PXD046846,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ewing sarcoma""]","[""peripheral primitive neuroectodermal tumor""]"
PXD047040,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy donors""]","[""patient plasma""]"
PXD047367,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""corneal neovascularization""]","[""alkali burns""]"
PXD047823,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""0-10 years old""]","[""0-10 years""]"
PXD048018,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""t cells""]","[""cell line cell""]"
PXD048018,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cancer""]","[""disease free""]"
PXD048018,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""in vivo""]","[""cell culture""]"
PXD048018,abstract_only,BiologicalAgent,material_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""cell line cell"", ""cell suspension culture""]"
PXD048603,with_methods,BiologicalAgent,disease_state,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""cervical adenocarcinoma"", ""neuroblastoma""]"
PXD048682,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""multiple sclerosis""]","[""normal""]"
PXD049067,with_methods,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""animal tissue"", ""cell culture""]","[""epididymal sperm""]"
PXD049249,abstract_only,BiologicalAgent,sample_source,1,3,no_accepted_overlap_review,0,0,0,0.0,"[""ex vivo cultures""]","[""cell culture"", ""gct-derived caf"", ""non-malignant fibroblasts""]"
PXD050625,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""infection""]","[""normal""]"
PXD050844,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""lung cancer cells""]"
PXD051393,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""cervix carcinoma""]"
PXD052083,with_methods,BiologicalAgent,cell_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""hematopoietic"", ""kidney""]","[""epithelial cell""]"
PXD052666,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""brain""]","[""cerebrospinal fluid""]"
PXD053228,with_methods,BiologicalAgent,age,4,4,no_accepted_overlap_review,0,0,0,0.0,"[""45"", ""50"", ""63"", ""65""]","[""45-year-old woman with aggressive nk leukemia"", ""50-year-old male with lgl-non-hodgkin lymphoma"", ""63-year-old patient with a more aggressive cd3\u2212, cd16+, and cd56+ lgl leukemia"", ""65-year-old woman with chronic t-lgll""]"
PXD053228,with_methods,BiologicalAgent,sex,2,3,no_accepted_overlap_review,0,0,0,0.0,"[""female"", ""male""]","[""45-year-old woman with aggressive nk leukemia"", ""50-year-old male with lgl-non-hodgkin lymphoma"", ""65-year-old woman with chronic t-lgll""]"
PXD053579,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""disease free""]"
PXD053579,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""recombinant protein""]","[""cell culture""]"
PXD054119,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mus musculus""]","[""homo sapiens""]"
PXD054119,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ovary""]","[""cervical region""]"
PXD054298,abstract_only,BiologicalAgent,cell_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""immune cell"", ""neural cell""]","[""embryonic stem cell""]"
PXD054298,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse embryonic tissues""]","[""cell culture""]"
PXD054298,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""cell culture""]"
PXD054667,abstract_only,BiologicalAgent,species,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""drosophila melanogaster"", ""mus musculus""]","[""homo sapiens""]"
PXD055375,abstract_only,BiologicalAgent,cell_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""acute lymphoblastic leukemia cell type"", ""ovarian cancer cell type""]","[""epithelial cell""]"
PXD055898,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ex vivo affinity purification""]","[""cell culture""]"
PXD056079,with_methods,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""bacillus tropicus""]","[""escherichia coli""]"
PXD056079,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""bacterial culture""]"
PXD056300,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""metastatic crpc""]","[""prostate cancer""]"
PXD056300,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""rapid autopsy samples""]","[""patient tissue""]"
PXD056432,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""colon cancer cell""]","[""epithelial cell""]"
PXD057319,abstract_only,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""infant serum""]","[""healthy donors"", ""patient serum""]"
PXD057319,abstract_only,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""under the age of 2 years""]","[""under 2 years""]"
PXD057426,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD057527,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""kidney cell""]","[""epithelial cell""]"
PXD057848,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""\u226518 years old""]","[""\u226518 years""]"
PXD058014,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient biopsy""]","[""resection specimens""]"
PXD058014,abstract_only,BiologicalAgent,anatomic_site_tumor,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""head and neck""]","[""tongue, floor of mouth""]"
PXD058156,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""glioblastoma cells""]"
PXD058544,with_methods,BiologicalAgent,disease_state,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""acute b-cell/t-cell leukemia and lymphoma""]","[""leukemia"", ""lymphoma""]"
PXD058709,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""cardiovascular system disease""]"
PXD058785,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""hipsc-derived""]"
PXD059236,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""treg cell""]","[""embryonic stem cell""]"
PXD059661,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD060126,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""pilocytic astrocytoma""]","[""astrocyte""]"
PXD060307,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture supernatants""]","[""cell culture""]"
PXD060307,with_methods,BiologicalAgent,developmental_stage,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""p2\u2010p4""]","[""neonatal""]"
PXD060653,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""donor liver""]","[""donor liver microsomes""]"
PXD060844,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""plant tissue""]","[""leaf""]"
PXD060844,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""arabidopsis apoplastic fluid""]","[""leaf tissue""]"
PXD060844,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""plant tissue""]","[""tissue""]"
PXD060976,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""sciatic nerve injury""]"
PXD061059,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient tissue""]","[""human testis tissue""]"
PXD061161,abstract_only,BiologicalAgent,material_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells"", ""tissue""]","[""cell culture""]"
PXD061404,with_methods,BiologicalAgent,cell_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""leukemic cell"", ""plasma cell""]","[""acute myeloid leukemia cells""]"
PXD061694,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient serum""]","[""patient blood""]"
PXD061797,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""colorectal adenocarcinoma cell""]","[""colon epithelial cell""]"
PXD061981,abstract_only,BiologicalAgent,developmental_stage,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""developmental""]","[""embryo""]"
PXD062211,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""hfpef""]","[""cardiovascular system disease""]"
PXD062211,abstract_only,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""mouse model""]","[""cell culture"", ""mouse plasma""]"
PXD062211,abstract_only,BiologicalAgent,material_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""biofluid"", ""cell line""]"
PXD062343,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mus musculus""]","[""homo sapiens""]"
PXD062870,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""blood""]","[""brain""]"
PXD063024,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""colorectal cancer cell""]"
PXD063024,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient-derived organoids""]","[""cell culture""]"
PXD063024,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""organoid""]","[""cell line""]"
PXD063553,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""brain""]","[""substantia nigra""]"
PXD063553,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse model""]","[""mouse brain""]"
PXD064265,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""brain""]","[""dorsolateral prefrontal cortex""]"
PXD064523,with_methods,BiologicalAgent,cell_type,3,1,no_accepted_overlap_review,0,0,0,0.0,"[""immune cell"", ""macrophage"", ""t cell""]","[""kidney tissue""]"
PXD064844,abstract_only,BiologicalAgent,disease_state,5,1,no_accepted_overlap_review,0,0,0,0.0,"[""diabetes"", ""hypertension"", ""immune-related ailments"", ""kidney disorders"", ""malignancies""]","[""normal""]"
PXD064844,abstract_only,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""cells lining the urinary tract"", ""urine""]","[""healthy volunteer urine""]"
PXD065424,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""c9orf72 hexanucleotide repeat expansion""]","[""amyotrophic lateral sclerosis""]"
PXD065424,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""ipsc derived motor neurons""]"
PXD065424,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ipsc derived""]","[""cell culture""]"
PXD065993,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""whole plant""]","[""leaf""]"
PXD065993,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""whole plant""]","[""cell culture""]"
PXD066557,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""balf samples""]"
PXD066888,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""colorectum""]","[""colon""]"
PXD067193,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""oculocutaneous albinism type vii""]"
PXD067624,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse model""]","[""mouse tissue""]"
PXD067974,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mus musculus""]","[""homo sapiens""]"
PXD067974,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""skeletal muscle""]","[""blood plasma""]"
PXD067974,abstract_only,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""mice with left ventricular (lv) dysfunction and cachexia"", ""skeletal muscle-specific irp1/2 knock-out mice""]","[""participant plasma""]"
PXD067974,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""biofluid""]"
PXD068982,abstract_only,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""blood""]","[""donor plasma"", ""patient plasma""]"
PXD070339,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse vat""]","[""mouse epiwat""]"
PXD000529,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""hepatocyte""]","[""hepatocellular carcinoma cell""]"
PXD001420,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""pbmcs""]","[""healthy volunteers""]"
PXD002014,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cartilage""]","[""knee""]"
PXD002014,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""primary cells""]"
PXD002436,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""cervical adenocarcinoma""]"
PXD002825,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""lung""]","[""ovary""]"
PXD002825,with_methods,BiologicalAgent,disease_state,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""drug resistance"", ""lung cancer""]","[""malignant neoplasm of ovary"", ""ovarian cancer""]"
PXD003086,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mucoepidermoid cell""]","[""epithelial cell""]"
PXD003409,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""inflammation""]","[""normal""]"
PXD003417,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD003657,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy donors""]","[""breast milk""]"
PXD003657,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""32""]","[""32 years old""]"
PXD004682,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""squamous cell""]","[""epithelial cell""]"
PXD004682,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""lung tissue""]","[""tumor biopsy""]"
PXD005055,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cancer cell""]","[""ovarian cancer cells""]"
PXD005323,with_methods,BiologicalAgent,disease_state,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""colorectal adenocarcinoma"", ""hepatocellular carcinoma""]","[""chronic bronchitis""]"
PXD005554,with_methods,BiologicalAgent,cell_type,3,1,no_accepted_overlap_review,0,0,0,0.0,"[""breast tissue"", ""omental tissue"", ""ovarian tissue""]","[""epithelial ovarian cancer cell""]"
PXD005554,with_methods,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""surgical resection"", ""tumor biopsy""]","[""patient tissue""]"
PXD006335,with_methods,BiologicalAgent,disease_state,4,1,no_accepted_overlap_review,0,0,0,0.0,"[""cervical adenocarcinoma"", ""colorectal adenocarcinoma"", ""osteosarcoma"", ""synovial sarcoma""]","[""normal""]"
PXD006572,abstract_only,BiologicalAgent,sample_source,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""healthy donors"", ""primary human b-cll cells""]","[""cell culture"", ""whole blood""]"
PXD006672,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mucoepidermoid carcinoma""]","[""non-small cell lung carcinoma""]"
PXD006776,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""colorectum""]","[""colon""]"
PXD006911,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""surgical resection""]","[""valve replacement surgery""]"
PXD007662,abstract_only,BiologicalAgent,cell_line,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""melanoma cell lines""]","[""cell lines""]"
PXD007975,with_methods,BiologicalAgent,sample_source,3,1,no_accepted_overlap_review,0,0,0,0.0,"[""chb patients"", ""hbv-aclf patients"", ""healthy people""]","[""plasma samples""]"
PXD008079,abstract_only,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""placental tissue""]","[""cell culture"", ""patient serum""]"
PXD008197,abstract_only,BiologicalAgent,cell_type,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""cervical adenocarcinoma cell"", ""lymphoid cell""]","[""epithelial cell of cervix"", ""hela cell""]"
PXD008493,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""surgical resection""]","[""head and neck surgery""]"
PXD008722,with_methods,BiologicalAgent,disease_state,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""dilated cardiomyopathy"", ""mitral valve disease""]"
PXD008925,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""myeloid cell""]","[""t cell""]"
PXD008925,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""chronic myeloid leukemia""]","[""acute leukemia""]"
PXD008992,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient biopsy""]","[""small intestinal biopsy""]"
PXD009110,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ccrcc cells""]","[""cell culture""]"
PXD009174,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""blood vessel""]","[""endothelial cell""]"
PXD009174,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""inflammation""]","[""normal""]"
PXD009254,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ductal epithelial cell""]","[""pancreatic ductal adenocarcinoma cell""]"
PXD009254,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""surgical resection""]","[""surgically resected pdac tumor""]"
