field,earlier,expanded,category,similarity,earlier_id,expanded_id,hops
acquisition_method,data-dependent acquisition (dda),data-dependent acquisition (dda),EXACT_LEXICAL,1.0,,,
acquisition_method,data-dependent acquisition (dda),data-independent acquisition,SEMANTIC_CANDIDATE,0.868535041809082,,MS:1003215,
acquisition_method,data-dependent acquisition (dda),data-independent acquisition (dia),SEMANTIC_CANDIDATE,0.8678252696990967,,,
acquisition_method,data-dependent acquisition (dda),dda,UNRESOLVED,0.6501072645187378,,MS:1003221,
acquisition_method,data-dependent acquisition (dda),prm,UNRESOLVED,0.2777285873889923,,MS:1003907,
acquisition_method,data-dependent acquisition mode,data-dependent acquisition,SEMANTIC_CANDIDATE,0.9166664481163025,,MS:1003221,
acquisition_method,data-dependent acquisition mode,data-dependent acquisition mode,EXACT_LEXICAL,1.0,,,
acquisition_method,data-dependent acquisition mode,dda,UNRESOLVED,0.5361229181289673,,MS:1003221,
acquisition_method,data-dependent acquisition mode,shotgun proteomics,UNRESOLVED,0.45745015144348145,,,
acquisition_method,data-dependent acquisition mode in sps ms3 (ft-it-hcd-ft-hcd) method,data-dependent acquisition,UNRESOLVED,0.6045989990234375,,MS:1003221,
acquisition_method,data-dependent acquisition mode in sps ms3 (ft-it-hcd-ft-hcd) method,data-dependent acquisition mode,UNRESOLVED,0.65990149974823,,,
acquisition_method,data-dependent acquisition mode in sps ms3 (ft-it-hcd-ft-hcd) method,data-dependent mode,UNRESOLVED,0.5895167589187622,,,
acquisition_method,data-dependent acquisition-parallel accumulation–serial fragmentation,data-dependent acquisition,SEMANTIC_CANDIDATE,0.7427066564559937,,MS:1003221,
acquisition_method,data-dependent acquisition-parallel accumulation–serial fragmentation,data-dependent acquisition-parallel accumulation–serial fragmentation,EXACT_LEXICAL,1.0,,,
acquisition_method,data-dependent analysis,dda,UNRESOLVED,0.5174607634544373,,MS:1003221,
acquisition_method,data-dependent mode,data-dependent acquisition,SEMANTIC_CANDIDATE,0.7915746569633484,,MS:1003221,
acquisition_method,data-dependent mode,data-dependent acquisition mode,SEMANTIC_CANDIDATE,0.9042835235595703,,,
acquisition_method,data-dependent mode,data-dependent mode,EXACT_LEXICAL,1.0,,,
acquisition_method,data-dependent mode,data-independent acquisition,SEMANTIC_CANDIDATE,0.7318757176399231,,MS:1003215,
acquisition_method,data-dependent mode,data-independent acquisition mode,SEMANTIC_CANDIDATE,0.8502644300460815,,,
acquisition_method,data-dependent mode,data-independent mode,SEMANTIC_CANDIDATE,0.9266215562820435,,,
acquisition_method,data-dependent mode,dda,UNRESOLVED,0.4789295792579651,,MS:1003221,
acquisition_method,data-dependent mode,gel-based experiment,UNRESOLVED,0.3744433522224426,,,
acquisition_method,data-dependent mode,shotgun proteomics,UNRESOLVED,0.4137580990791321,,,
acquisition_method,data-dependent ms/ms method,data-dependent acquisition,SEMANTIC_CANDIDATE,0.7150514125823975,,MS:1003221,
acquisition_method,data-dependent pasef acquisition,data-dependent acquisition,SEMANTIC_CANDIDATE,0.7122208476066589,,MS:1003221,
acquisition_method,data-dependent synchronous precursor selection (sps)-based ms3,shotgun proteomics,UNRESOLVED,0.5856863260269165,,,
acquisition_method,data-dependent tandem mass spectrometry,dda,UNRESOLVED,0.44619065523147583,,MS:1003221,
acquisition_method,data-dependent top 10 or top 15 mode,dda,UNRESOLVED,0.39572688937187195,,MS:1003221,
acquisition_method,data-dependent top speed mode,dda,UNRESOLVED,0.4084610939025879,,MS:1003221,
acquisition_method,data-dependent top-20,dda,UNRESOLVED,0.4421650171279907,,MS:1003221,
acquisition_method,data-independent,data-dependent acquisition,SEMANTIC_CANDIDATE,0.7438380122184753,,MS:1003221,
acquisition_method,data-independent,dda,UNRESOLVED,0.42519259452819824,,MS:1003221,
acquisition_method,data-independent,dia,UNRESOLVED,0.5840288996696472,,MS:1003215,
acquisition_method,data-independent acquisition,data-dependent acquisition,SEMANTIC_CANDIDATE,0.930057942867279,MS:1003215,MS:1003221,
acquisition_method,data-independent acquisition,data-independent acquisition,EXACT_LEXICAL,1.0,,,
acquisition_method,data-independent acquisition (dia),data-dependent acquisition,SEMANTIC_CANDIDATE,0.8964850306510925,,MS:1003221,
acquisition_method,data-independent acquisition (dia),data-dependent acquisition (dda),SEMANTIC_CANDIDATE,0.8678252696990967,,,
acquisition_method,data-independent acquisition (dia),data-independent acquisition,SEMANTIC_CANDIDATE,0.9597733020782471,,MS:1003215,
acquisition_method,data-independent acquisition (dia),data-independent acquisition (dia),EXACT_LEXICAL,1.0,,,
acquisition_method,data-independent acquisition (dia),dia,SEMANTIC_CANDIDATE,0.7487621307373047,,MS:1003215,
acquisition_method,data-independent acquisition (dia),targeted,UNRESOLVED,0.44697847962379456,,,
acquisition_method,data-independent acquisition mass spectrometry,dia,UNRESOLVED,0.5987774133682251,,MS:1003215,
acquisition_method,data-independent acquisition mass spectrometry,dia-ms,SEMANTIC_CANDIDATE,0.878280520439148,,,
acquisition_method,data-independent acquisition mode,data-dependent mode,SEMANTIC_CANDIDATE,0.8502644300460815,,,
acquisition_method,data-independent acquisition mode,data-independent acquisition,SEMANTIC_CANDIDATE,0.9020452499389648,,MS:1003215,
acquisition_method,data-independent acquisition mode,data-independent acquisition mode,EXACT_LEXICAL,1.0,,,
acquisition_method,data-independent mode,data dependent mode,SEMANTIC_CANDIDATE,0.9116166830062866,,,
acquisition_method,data-independent mode,data independent mode,SEMANTIC_CANDIDATE,0.9915229082107544,,,
acquisition_method,data-independent mode,data-dependent acquisition,SEMANTIC_CANDIDATE,0.7624542713165283,,MS:1003221,
acquisition_method,data-independent mode,data-dependent mode,SEMANTIC_CANDIDATE,0.9266215562820435,,,
acquisition_method,data-independent mode,data-independent,SEMANTIC_CANDIDATE,0.7977797389030457,,,
acquisition_method,data-independent mode,data-independent mode,EXACT_LEXICAL,1.0,,,
acquisition_method,data-independent mode,dia,UNRESOLVED,0.6689110994338989,,MS:1003215,
acquisition_method,data–dependent acquisition (dda),data-dependent acquisition,SEMANTIC_CANDIDATE,0.9357067346572876,,MS:1003221,
acquisition_method,dda,affinity purification coupled with mass spectrometry proteomics,UNRESOLVED,0.2966673970222473,MS:1003221,,
acquisition_method,dda,"at dda mode, full ms scans were acquired in the mass range of 350 to 1650 m/z with a mass resolution of 120,000, and the agc target value was set at 3 × 106 with a maximum injection time of 100 ms.",UNRESOLVED,0.33012211322784424,MS:1003221,,
acquisition_method,dda,"at dia mode, full ms scans were acquired in the mass range of 350 to 1250 m/z with a mass resolution of 120,000, and the agc target value was set at 3 × 106.",UNRESOLVED,0.31595703959465027,MS:1003221,,
acquisition_method,dda,data dependent acquisition,UNRESOLVED,0.521782398223877,MS:1003221,,
acquisition_method,dda,data dependent acquisition (dda),UNRESOLVED,0.6419425010681152,MS:1003221,,
acquisition_method,dda,data dependent selection of the top 10 precursors,UNRESOLVED,0.43041059374809265,MS:1003221,,
acquisition_method,dda,data-dependant mode,UNRESOLVED,0.4539497494697571,MS:1003221,,
acquisition_method,dda,data-dependent,UNRESOLVED,0.4637283682823181,MS:1003221,,
acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
acquisition_method,dda,data-dependent acquisition (dda),UNRESOLVED,0.6501072645187378,MS:1003221,,
acquisition_method,dda,data-dependent acquisition (topn15),UNRESOLVED,0.4444614350795746,MS:1003221,,
acquisition_method,dda,data-dependent acquisition mode,UNRESOLVED,0.5361229181289673,MS:1003221,,
acquisition_method,dda,data-dependent acquisition mode (dda),UNRESOLVED,0.6448589563369751,MS:1003221,,
acquisition_method,dda,"data-dependent acquisition of mass spectra was carried out by performing a full scan from 400 to 1600 m/z at a resolution of 120,000",UNRESOLVED,0.3721190094947815,MS:1003221,,
acquisition_method,dda,data-dependent analysis,UNRESOLVED,0.5174607634544373,MS:1003221,,
acquisition_method,dda,data-dependent analysis was performed on an orbitrap eclipse operated in positive ionization mode,UNRESOLVED,0.33176344633102417,MS:1003221,,
acquisition_method,dda,data-dependent experiment,UNRESOLVED,0.4245126247406006,MS:1003221,,
acquisition_method,dda,data-dependent manner,UNRESOLVED,0.4137369394302368,MS:1003221,,
acquisition_method,dda,data-dependent mode,UNRESOLVED,0.4789295792579651,MS:1003221,,
acquisition_method,dda,data-dependent ms/ms,UNRESOLVED,0.46924030780792236,MS:1003221,,
acquisition_method,dda,data-dependent ms/ms scan method,UNRESOLVED,0.4624403417110443,MS:1003221,,
acquisition_method,dda,data-dependent top 10 method,UNRESOLVED,0.4274432361125946,MS:1003221,,
acquisition_method,dda,data-independent,UNRESOLVED,0.42519259452819824,MS:1003221,,
acquisition_method,dda,data-independent acquisition,UNRESOLVED,0.48764753341674805,MS:1003221,MS:1003215,
acquisition_method,dda,data-independent acquisition (dia),UNRESOLVED,0.4944677948951721,MS:1003221,,
acquisition_method,dda,data-independent mode,UNRESOLVED,0.43687742948532104,MS:1003221,,
acquisition_method,dda,data‐independent acquisition (dia),UNRESOLVED,0.49228090047836304,MS:1003221,,
acquisition_method,dda,dda,EXACT_LEXICAL,1.0,,,
acquisition_method,dda,dda acquisition modality,UNRESOLVED,0.6690261960029602,MS:1003221,,
acquisition_method,dda,ddapasef,UNRESOLVED,0.5460830330848694,MS:1003221,,
acquisition_method,dda,dia,UNRESOLVED,0.5372835397720337,MS:1003221,MS:1003215,
acquisition_method,dda,dia-based biomarker screening,UNRESOLVED,0.40942302346229553,MS:1003221,,
acquisition_method,dda,"dia-mass spectrometry (ms) raw data (swath 2.0, ±20 ppm) were matched to a dda spectral library and quantified.",UNRESOLVED,0.4309276342391968,MS:1003221,,
acquisition_method,dda,etd/hcd,UNRESOLVED,0.4134681820869446,MS:1003221,,
acquisition_method,dda,gel-based experiment,UNRESOLVED,0.3094644248485565,MS:1003221,,
acquisition_method,dda,label-free data-independent acquisition (dia),UNRESOLVED,0.4469999372959137,MS:1003221,,
acquisition_method,dda,mrm,UNRESOLVED,0.3771516978740692,MS:1003221,,
acquisition_method,dda,mrm-ms,UNRESOLVED,0.30448031425476074,MS:1003221,,
acquisition_method,dda,parallel reaction monitoring,UNRESOLVED,0.2883110046386719,MS:1003221,MS:1003907,
acquisition_method,dda,parallel reaction monitoring (prm),UNRESOLVED,0.2641424834728241,MS:1003221,,
acquisition_method,dda,prm,UNRESOLVED,0.30359044671058655,MS:1003221,MS:1003907,
acquisition_method,dda,shotgun proteomics,UNRESOLVED,0.34233808517456055,MS:1003221,,
acquisition_method,dda,sps-ms3,UNRESOLVED,0.2724943161010742,MS:1003221,,
acquisition_method,dda,srm,UNRESOLVED,0.327975332736969,MS:1003221,MS:1000206,
acquisition_method,dda,srm/mrm,UNRESOLVED,0.30591511726379395,MS:1003221,,
acquisition_method,dda,swath ms,UNRESOLVED,0.4130937457084656,MS:1003221,,
acquisition_method,dda,synchronous precursor selection ms3 (sps ms3),UNRESOLVED,0.28313660621643066,MS:1003221,,
acquisition_method,dda,targeted,UNRESOLVED,0.3958466947078705,MS:1003221,,
acquisition_method,dda,tmt-dda,UNRESOLVED,0.574245810508728,MS:1003221,,
acquisition_method,dda,top-down proteomics,UNRESOLVED,0.33624380826950073,MS:1003221,MS:1003351,
acquisition_method,dda,wwa,UNRESOLVED,0.4599423408508301,MS:1003221,,
acquisition_method,dda (data dependent acquisition) mode,dda,UNRESOLVED,0.6637234687805176,,MS:1003221,
acquisition_method,dda discovery runs,data-dependent acquisition,UNRESOLVED,0.5955402851104736,,MS:1003221,
acquisition_method,dda discovery runs,data-dependent acquisition mode,UNRESOLVED,0.5991772413253784,,,
acquisition_method,dda runs,data-dependent acquisition,UNRESOLVED,0.5901274681091309,,MS:1003221,
acquisition_method,dda runs,data-dependent acquisition mode,UNRESOLVED,0.6096998453140259,,,
acquisition_method,dia,"at dda mode, full ms scans were acquired in the mass range of 350 to 1650 m/z with a mass resolution of 120,000, and the agc target value was set at 3 × 106 with a maximum injection time of 100 ms.",UNRESOLVED,0.3453599810600281,MS:1003215,,
acquisition_method,dia,"at dia mode, full ms scans were acquired in the mass range of 350 to 1250 m/z with a mass resolution of 120,000, and the agc target value was set at 3 × 106.",UNRESOLVED,0.41609498858451843,MS:1003215,,
acquisition_method,dia,bottom-up proteomics,UNRESOLVED,0.3478033244609833,MS:1003215,MS:1003355,
acquisition_method,dia,data dependent acquisition,UNRESOLVED,0.6057948470115662,MS:1003215,,
acquisition_method,dia,data dependent acquisition (dda),UNRESOLVED,0.6296003460884094,MS:1003215,,
acquisition_method,dia,data dependent mode,UNRESOLVED,0.6331990957260132,MS:1003215,,
acquisition_method,dia,data independent acquisition (dia),SEMANTIC_CANDIDATE,0.7371249198913574,MS:1003215,,
acquisition_method,dia,data independent acquisition (dia) proteomics,UNRESOLVED,0.629891574382782,MS:1003215,,
acquisition_method,dia,data independent acquisition mode (dia),SEMANTIC_CANDIDATE,0.7870689630508423,MS:1003215,,
acquisition_method,dia,data-dependent,UNRESOLVED,0.5456854701042175,MS:1003215,,
acquisition_method,dia,data-dependent acquisition,UNRESOLVED,0.6165492534637451,MS:1003215,MS:1003221,
acquisition_method,dia,data-dependent acquisition (dda),UNRESOLVED,0.6409401893615723,MS:1003215,,
acquisition_method,dia,data-dependent mode,UNRESOLVED,0.6344648599624634,MS:1003215,,
acquisition_method,dia,data-dependent ms/ms scan method,UNRESOLVED,0.5092028379440308,MS:1003215,,
acquisition_method,dia,data-independent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003215,MS:1003215,0
acquisition_method,dia,data-independent acquisition (dia),SEMANTIC_CANDIDATE,0.7487621307373047,MS:1003215,,
acquisition_method,dia,data-independent acquisition mode,UNRESOLVED,0.6908519268035889,MS:1003215,,
acquisition_method,dia,data-independent mode,UNRESOLVED,0.6689110994338989,MS:1003215,,
acquisition_method,dia,data‐independent acquisition (dia),SEMANTIC_CANDIDATE,0.7432376742362976,MS:1003215,,
acquisition_method,dia,dda,UNRESOLVED,0.5372835397720337,MS:1003215,MS:1003221,
acquisition_method,dia,ddapasef,UNRESOLVED,0.4446280002593994,MS:1003215,,
acquisition_method,dia,dia,EXACT_LEXICAL,1.0,,,
acquisition_method,dia,dia-based biomarker screening,UNRESOLVED,0.5843774080276489,MS:1003215,,
acquisition_method,dia,"dia-mass spectrometry (ms) raw data (swath 2.0, ±20 ppm) were matched to a dda spectral library and quantified.",UNRESOLVED,0.4653586149215698,MS:1003215,,
acquisition_method,dia,dia-nn,UNRESOLVED,0.6165602207183838,MS:1003215,MS:1003253,
acquisition_method,dia,label-free data-independent acquisition (dia),UNRESOLVED,0.6689562797546387,MS:1003215,,
acquisition_method,dia,multiplex-dia,UNRESOLVED,0.6405156850814819,MS:1003215,,
acquisition_method,dia,parallel reaction monitoring (prm),UNRESOLVED,0.34778788685798645,MS:1003215,,
acquisition_method,dia,prm,UNRESOLVED,0.374708890914917,MS:1003215,MS:1003907,
acquisition_method,dia,shotgun proteomics,UNRESOLVED,0.4153009355068207,MS:1003215,,
acquisition_method,dia,sim/ddms2,UNRESOLVED,0.4993734657764435,MS:1003215,,
acquisition_method,dia,srm,UNRESOLVED,0.3803195655345917,MS:1003215,MS:1000206,
acquisition_method,dia,swath ms,UNRESOLVED,0.3495984375476837,MS:1003215,,
acquisition_method,dia,tandem mass tagging (tmt),UNRESOLVED,0.34772181510925293,MS:1003215,,
acquisition_method,dia,targeted,UNRESOLVED,0.4044763445854187,MS:1003215,,
acquisition_method,dia,targeted sim/ddms2,UNRESOLVED,0.44608134031295776,MS:1003215,,
acquisition_method,dia,tmt 10plex,UNRESOLVED,0.3356204628944397,MS:1003215,,
acquisition_method,dia,tmt-dda,UNRESOLVED,0.3936273753643036,MS:1003215,,
acquisition_method,dia,wwa,UNRESOLVED,0.44353359937667847,MS:1003215,,
acquisition_method,dia-nn,dia,UNRESOLVED,0.6165602207183838,MS:1003253,MS:1003215,
acquisition_method,dia-nn,dia-ms,UNRESOLVED,0.5730993747711182,MS:1003253,,
acquisition_method,etd,data-dependent acquisition,UNRESOLVED,0.43103089928627014,MS:1000598,MS:1003221,
acquisition_method,etd,dda,UNRESOLVED,0.4322809875011444,MS:1000598,MS:1003221,
acquisition_method,etd,etd/hcd,SEMANTIC_CANDIDATE,0.7134839296340942,MS:1000598,,
acquisition_method,ethcd,data-dependent acquisition,UNRESOLVED,0.3760245442390442,MS:1002631,MS:1003221,
acquisition_method,ethcd,dda,UNRESOLVED,0.41581493616104126,MS:1002631,MS:1003221,
acquisition_method,faims,data-dependent acquisition,UNRESOLVED,0.4476694166660309,,MS:1003221,
acquisition_method,faims,data-independent acquisition,UNRESOLVED,0.43933624029159546,,MS:1003215,
acquisition_method,hcd,dda,UNRESOLVED,0.4355091452598572,MS:1000422,MS:1003221,
acquisition_method,hcd,etd/hcd,UNRESOLVED,0.6106246709823608,MS:1000422,,
acquisition_method,"inferred: label-free quantification was applied for proteome profiling, while an in-house established data-dependent analysis method based on high-resolution mass spectrometry was applied for eicosadomics.",dda,UNRESOLVED,0.29505693912506104,,MS:1003221,
acquisition_method,itraq,data-dependent acquisition,UNRESOLVED,0.4547102749347687,,MS:1003221,
acquisition_method,itraq,dda,UNRESOLVED,0.32883134484291077,,MS:1003221,
acquisition_method,label free,dda,UNRESOLVED,0.32594430446624756,,MS:1003221,
acquisition_method,label free proteomics workflow,dda,UNRESOLVED,0.2803555727005005,,MS:1003221,
acquisition_method,label free proteomics workflow,shotgun proteomics,SEMANTIC_CANDIDATE,0.7033119201660156,,,
acquisition_method,label-free,dda,UNRESOLVED,0.34577569365501404,,MS:1003221,
acquisition_method,label-free quantification,data-dependent acquisition (dda),UNRESOLVED,0.46857762336730957,,,
acquisition_method,label-free quantification,data-independent acquisition (dia),UNRESOLVED,0.5115256309509277,,,
acquisition_method,lc-ms/ms,data-dependent acquisition,UNRESOLVED,0.4022432565689087,,MS:1003221,
acquisition_method,lc-ms/ms,dda,UNRESOLVED,0.343088835477829,,MS:1003221,
acquisition_method,lc-ms/ms,label-free liquid chromatography coupled to tandem ms (lc-ms/ms),SEMANTIC_CANDIDATE,0.8568780422210693,,,
acquisition_method,lc-ms/ms,shotgun proteomics,UNRESOLVED,0.5650478601455688,,,
acquisition_method,lc-ms/ms dia,data-independent,UNRESOLVED,0.5259667038917542,,,
acquisition_method,lc-ms/ms dia,dia,UNRESOLVED,0.6487516164779663,,MS:1003215,
acquisition_method,lcms/ms,data-dependent acquisition,UNRESOLVED,0.3780444264411926,,MS:1003221,
acquisition_method,lc–ms/ms,dda,UNRESOLVED,0.3571661710739136,,MS:1003221,
acquisition_method,mrm,data-dependent acquisition,UNRESOLVED,0.4446592628955841,,MS:1003221,
acquisition_method,mrm,dda,UNRESOLVED,0.3771516978740692,,MS:1003221,
acquisition_method,mrm,dia,UNRESOLVED,0.41157305240631104,,MS:1003215,
acquisition_method,mrm,mrm,EXACT_LEXICAL,1.0,,,
acquisition_method,mrm,prm,UNRESOLVED,0.5728511810302734,,MS:1003907,
acquisition_method,mrm,shotgun proteomics,UNRESOLVED,0.41945528984069824,,,
acquisition_method,mrm,srm,UNRESOLVED,0.6607315540313721,,MS:1000206,
acquisition_method,mrm,targeted,UNRESOLVED,0.3870992958545685,,,
acquisition_method,mrm,targeted proteomics,UNRESOLVED,0.4147189259529114,,,
acquisition_method,ms/ms,data-dependent acquisition,UNRESOLVED,0.44654250144958496,,MS:1003221,
acquisition_method,ms/ms,data-independent acquisition,UNRESOLVED,0.43794041872024536,,MS:1003215,
acquisition_method,ms/ms,dda,UNRESOLVED,0.348402202129364,,MS:1003221,
acquisition_method,ms/ms,prm,UNRESOLVED,0.3760311007499695,,MS:1003907,
acquisition_method,ms/ms,srm/mrm,SEMANTIC_CANDIDATE,0.7501832246780396,,,
acquisition_method,ms3,dda,UNRESOLVED,0.3028320372104645,,MS:1003221,
acquisition_method,ms3,shotgun proteomics,UNRESOLVED,0.48150238394737244,,,
acquisition_method,mudpit,dda,UNRESOLVED,0.39842846989631653,,MS:1003221,
acquisition_method,mudpit,shotgun proteomics,UNRESOLVED,0.4045861065387726,,,
acquisition_method,multiple reaction monitoring,dda,UNRESOLVED,0.31348150968551636,,MS:1003221,
acquisition_method,ndia,data-independent acquisition,UNRESOLVED,0.587401807308197,,MS:1003215,
acquisition_method,ndia,dia,UNRESOLVED,0.6264572739601135,,MS:1003215,
acquisition_method,nth order double play,data-dependent,UNRESOLVED,0.42780181765556335,,,
acquisition_method,nth order double play mode,dda,UNRESOLVED,0.3325795829296112,,MS:1003221,
acquisition_method,parallel reaction monitoring,data-dependent acquisition,UNRESOLVED,0.4672833979129791,MS:1003907,MS:1003221,
acquisition_method,parallel reaction monitoring,dda,UNRESOLVED,0.2883110046386719,MS:1003907,MS:1003221,
acquisition_method,parallel reaction monitoring,parallel reaction monitoring,EXACT_LEXICAL,1.0,,,
acquisition_method,parallel reaction monitoring,prm,ONTOLOGY_EQUIVALENT,1.0,MS:1003907,MS:1003907,0
acquisition_method,parallel reaction monitoring (prm),bottom-up proteomics,UNRESOLVED,0.4104132652282715,,MS:1003355,
acquisition_method,parallel reaction monitoring (prm),data-dependent acquisition,UNRESOLVED,0.40382206439971924,,MS:1003221,
acquisition_method,parallel reaction monitoring (prm),dda,UNRESOLVED,0.2641424834728241,,MS:1003221,
acquisition_method,parallel reaction monitoring (prm),prm,UNRESOLVED,0.6946211457252502,,MS:1003907,
acquisition_method,pasef,data-dependent acquisition,UNRESOLVED,0.35189858078956604,,MS:1003221,
acquisition_method,prm,bottom-up proteomics,UNRESOLVED,0.3906741142272949,MS:1003907,MS:1003355,
acquisition_method,prm,data-dependent,UNRESOLVED,0.3098539412021637,MS:1003907,,
acquisition_method,prm,data-dependent acquisition,UNRESOLVED,0.3120850920677185,MS:1003907,MS:1003221,
acquisition_method,prm,data-dependent acquisition (dda),UNRESOLVED,0.2777285873889923,MS:1003907,,
acquisition_method,prm,data-dependent mode,UNRESOLVED,0.3843594193458557,MS:1003907,,
acquisition_method,prm,data-independent acquisition,UNRESOLVED,0.29645460844039917,MS:1003907,MS:1003215,
acquisition_method,prm,data-independent acquisition (dia),UNRESOLVED,0.3059859871864319,MS:1003907,,
acquisition_method,prm,dda,UNRESOLVED,0.30359044671058655,MS:1003907,MS:1003221,
acquisition_method,prm,dia,UNRESOLVED,0.374708890914917,MS:1003907,MS:1003215,
acquisition_method,prm,dia-gpf,UNRESOLVED,0.2926166355609894,MS:1003907,,
acquisition_method,prm,is-prm,SEMANTIC_CANDIDATE,0.7542965412139893,MS:1003907,,
acquisition_method,prm,parallel reaction monitoring,ONTOLOGY_EQUIVALENT,1.0,MS:1003907,MS:1003907,0
acquisition_method,prm,parallel reaction monitoring (prm),UNRESOLVED,0.6946211457252502,MS:1003907,,
acquisition_method,prm,prm,EXACT_LEXICAL,1.0,,,
acquisition_method,prm,shotgun proteomics,UNRESOLVED,0.35144683718681335,MS:1003907,,
acquisition_method,prm,sim/ddms2,UNRESOLVED,0.3623655438423157,MS:1003907,,
acquisition_method,prm,srm,UNRESOLVED,0.564866304397583,MS:1003907,MS:1000206,
