pxd,cohort,agent,field,old_count,new_count,status,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_jaccard,unmatched_earlier,unmatched_expanded
PXD005301,abstract_only,BiologicalAgent,disease_state,1,1,hierarchically_related_value_sets,0,1,1,0.0,[],[]
PXD005301,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD005301,abstract_only,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD005301,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD005544,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD005544,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD005544,abstract_only,BiologicalAgent,cell_type,1,0,earlier_only_field,0,0,0,0.0,"[""tumor-infiltrating lymphocytes""]",[]
PXD005544,abstract_only,BiologicalAgent,disease_state,1,1,hierarchically_related_value_sets,0,1,1,0.0,[],[]
PXD005544,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary tnbc tumors""]","[""tumor biopsy""]"
PXD005544,abstract_only,BiologicalAgent,age,1,0,earlier_only_field,0,0,0,0.0,"[""10 y follow-up""]",[]
PXD005544,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""formalin-fixed paraffin-embedded primary tnbc tumors""]","[""tissue""]"
PXD005753,with_methods,BiologicalAgent,species,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD005753,with_methods,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD005753,with_methods,BiologicalAgent,cell_type,1,0,earlier_only_field,0,0,0,0.0,"[""neurons""]",[]
PXD005753,with_methods,BiologicalAgent,disease_state,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""normal""]","[""huntington's disease (hd)""]"
PXD005753,with_methods,BiologicalAgent,sample_source,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""human brain""]","[""human superior frontal gyrus""]"
PXD005753,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""6 months""]","[""6 months of age""]"
PXD005753,with_methods,BiologicalAgent,strain,1,2,partial_overlap,1,1,1,0.5,[],"[""wt""]"
PXD005753,with_methods,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD005753,with_methods,BiologicalAgent,developmental_stage,2,0,earlier_only_field,0,0,0,0.0,"[""adult"", ""embryonic""]",[]
PXD006114,with_methods,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mus musculus""]","[""homo sapiens""]"
PXD006114,with_methods,BiologicalAgent,tissue,1,2,partial_overlap,1,1,1,0.5,[],"[""tumor""]"
PXD006114,with_methods,BiologicalAgent,cell_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006114,with_methods,BiologicalAgent,disease_state,1,2,partial_overlap,1,1,1,0.5,[],"[""drug resistance""]"
PXD006114,with_methods,BiologicalAgent,sample_source,2,1,partial_overlap,1,1,1,0.5,"[""tumor xenograft""]",[]
PXD006114,with_methods,BiologicalAgent,age,1,0,earlier_only_field,0,0,0,0.0,"[""4-6 weeks old and 6-8 weeks old""]",[]
PXD006114,with_methods,BiologicalAgent,cell_line,4,2,partial_overlap,2,2,2,0.5,"[""h1975-hgf"", ""hcc827-er1""]",[]
PXD006114,with_methods,BiologicalAgent,sex,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006114,with_methods,BiologicalAgent,strain,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD006114,with_methods,BiologicalAgent,material_type,2,1,partial_overlap,0,0,1,0.0,"[""tumor tissue""]",[]
PXD006299,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006299,abstract_only,BiologicalAgent,tissue,0,2,expanded_only_field,0,0,0,0.0,[],"[""blood"", ""cervix""]"
PXD006299,abstract_only,BiologicalAgent,cell_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""cell line""]","[""epithelial cell"", ""t cell""]"
PXD006299,abstract_only,BiologicalAgent,disease_state,0,2,expanded_only_field,0,0,0,0.0,[],"[""cervical carcinoma"", ""t-cell lymphoma""]"
PXD006299,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006299,abstract_only,BiologicalAgent,cell_line,0,2,expanded_only_field,0,0,0,0.0,[],"[""hep-2"", ""jurkat""]"
PXD006299,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006447,with_methods,BiologicalAgent,species,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD006447,with_methods,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""yeast""]"
PXD006447,with_methods,BiologicalAgent,disease_state,1,0,earlier_only_field,0,0,0,0.0,"[""normal""]",[]
PXD006447,with_methods,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006447,with_methods,BiologicalAgent,strain,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006447,with_methods,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006571,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006571,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006571,abstract_only,BiologicalAgent,cell_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006571,abstract_only,BiologicalAgent,disease_state,2,1,partial_overlap,1,1,1,0.5,"[""normal""]",[]
PXD006571,abstract_only,BiologicalAgent,sample_source,3,2,partial_overlap,2,2,2,0.6666666666666666,"[""patient b-cll cells""]",[]
PXD006571,abstract_only,BiologicalAgent,age,2,0,earlier_only_field,0,0,0,0.0,"[""elderly"", ""young""]",[]
PXD006571,abstract_only,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006571,abstract_only,BiologicalAgent,material_type,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""primary cells""]","[""tissue""]"
PXD006607,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006607,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006607,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""brain cell""]"
PXD006607,abstract_only,BiologicalAgent,disease_state,1,1,hierarchically_related_value_sets,0,1,1,0.0,[],[]
PXD006607,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary human medulloblastomas""]","[""tumor samples""]"
PXD006607,abstract_only,BiologicalAgent,anatomic_site_tumor,0,1,expanded_only_field,0,0,0,0.0,[],"[""medulloblastoma""]"
PXD006607,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006770,abstract_only,BiologicalAgent,species,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD006770,abstract_only,BiologicalAgent,tissue,1,2,partial_overlap,1,1,1,0.5,[],"[""airways""]"
PXD006770,abstract_only,BiologicalAgent,cell_type,0,2,expanded_only_field,0,0,0,0.0,[],"[""epithelial cell"", ""epithelial cells""]"
PXD006770,abstract_only,BiologicalAgent,disease_state,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD006770,abstract_only,BiologicalAgent,sample_source,2,4,no_accepted_overlap_review,0,0,0,0.0,"[""mouse model"", ""patient lavage""]","[""epithelial cells"", ""human balf"", ""mice balf"", ""mucus plugs""]"
PXD006770,abstract_only,BiologicalAgent,material_type,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""cell culture""]","[""biofluid""]"
PXD006897,abstract_only,BiologicalAgent,species,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD006897,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD006897,abstract_only,BiologicalAgent,cell_type,1,3,partial_overlap,1,1,1,0.3333333333333333,[],"[""glomerular cell"", ""proximal tubule""]"
PXD006897,abstract_only,BiologicalAgent,disease_state,3,1,partial_overlap,0,0,1,0.0,"[""genetic sclerotic and non-sclerotic proteinuric diseases"", ""sclerotic glomerular disease""]",[]
PXD006897,abstract_only,BiologicalAgent,sample_source,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""mice with kidney disease"", ""patients with kidney disease""]","[""mouse tissue"", ""patient tissue""]"
PXD006897,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007149,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD007149,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""epithelial cell""]"
PXD007149,abstract_only,BiologicalAgent,disease_state,1,0,earlier_only_field,0,0,0,0.0,"[""normal""]",[]
PXD007149,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007149,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007270,with_methods,BiologicalAgent,species,2,1,partial_overlap,1,1,1,0.5,"[""mus musculus""]",[]
PXD007270,with_methods,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007270,with_methods,BiologicalAgent,cell_type,3,3,partial_overlap,1,1,1,0.2,"[""neural progenitor cell"", ""neuron""]","[""induced pluripotent stem cell"", ""stem cell""]"
PXD007270,with_methods,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007270,with_methods,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007270,with_methods,BiologicalAgent,cell_line,6,5,partial_overlap,5,5,5,0.8333333333333334,"[""e14""]",[]
PXD007270,with_methods,BiologicalAgent,strain,1,0,earlier_only_field,0,0,0,0.0,"[""fvb/n""]",[]
PXD007270,with_methods,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007270,with_methods,BiologicalAgent,developmental_stage,1,0,earlier_only_field,0,0,0,0.0,"[""embryonic""]",[]
PXD007643,abstract_only,BiologicalAgent,species,3,2,partial_overlap,2,2,2,0.6666666666666666,"[""pichia pastoris""]",[]
PXD007643,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007643,abstract_only,BiologicalAgent,cell_type,0,2,expanded_only_field,0,0,0,0.0,[],"[""blood plasma"", ""e. coli cells""]"
PXD007643,abstract_only,BiologicalAgent,disease_state,0,1,expanded_only_field,0,0,0,0.0,[],"[""normal""]"
PXD007643,abstract_only,BiologicalAgent,sample_source,3,2,partial_overlap,0,0,2,0.0,"[""pichia pastoris extract""]",[]
PXD007643,abstract_only,BiologicalAgent,strain,0,1,expanded_only_field,0,0,0,0.0,[],"[""dh5\u03b1""]"
PXD007643,abstract_only,BiologicalAgent,material_type,3,2,partial_overlap,1,1,2,0.25,"[""protein standard""]",[]
PXD007738,with_methods,BiologicalAgent,species,2,1,partial_overlap,1,1,1,0.5,"[""mus musculus""]",[]
PXD007738,with_methods,BiologicalAgent,tissue,1,0,earlier_only_field,0,0,0,0.0,"[""embryo""]",[]
PXD007738,with_methods,BiologicalAgent,cell_type,4,3,partial_overlap,0,0,2,0.0,"[""human induced pluripotent stem cells"", ""mouse embryonic stem cells""]","[""neuronal progenitor cell""]"
PXD007738,with_methods,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007738,with_methods,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007738,with_methods,BiologicalAgent,cell_line,4,6,partial_overlap,1,1,2,0.1111111111111111,"[""e14 mesc line was maintained in the naive state"", ""hues6 and hues9 hesc lines were obtained from harvard stem cell institute""]","[""e14"", ""h1 (wa01)"", ""hues6"", ""hues9""]"
PXD007738,with_methods,BiologicalAgent,strain,1,0,earlier_only_field,0,0,0,0.0,"[""fvb/n""]",[]
PXD007738,with_methods,BiologicalAgent,material_type,2,1,partial_overlap,1,1,1,0.5,"[""primary cells""]",[]
PXD007738,with_methods,BiologicalAgent,developmental_stage,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD007842,abstract_only,BiologicalAgent,species,1,2,partial_overlap,1,1,1,0.5,[],"[""trypanosoma brucei""]"
PXD007842,abstract_only,BiologicalAgent,disease_state,1,1,hierarchically_related_value_sets,0,1,1,0.0,[],[]
PXD007842,abstract_only,BiologicalAgent,sample_source,1,5,no_accepted_overlap_review,0,0,0,0.0,"[""angolan individuals""]","[""patient cerebrospinal fluid"", ""patient saliva"", ""patient serum"", ""patient urine"", ""uninfected controls""]"
