source_file,source_shard,age,cell_line,cell_type,developmental_stage,disease_state,material_type,sample_source,sex,species,tissue,biological_confidence_overall,biological_confidence_evidence_score,biological_confidence_completeness,biological_confidence_format_score,biological_replicate,experimental_design,factor_value,number_of_biological_replicates,number_of_fractions,number_of_samples,number_of_technical_replicates,technical_replicate,technology_type,experimental_design_confidence_overall,experimental_design_confidence_evidence_score,experimental_design_confidence_completeness,experimental_design_confidence_format_score,acquisition_method,alkylation_concentration,alkylation_reagent,cleavage_agent,collision_energy,enrichment_method,fractionation_method,fragmentation_method,instrument,ionization_type,labeling,mass_analyzer,ptm,reduction_concentration,reduction_reagent,technical_confidence_overall,technical_confidence_evidence_score,technical_confidence_completeness,technical_confidence_format_score
PXD059419,shard_0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'SGBS', 'ontology_name': False}","[{'value': 'stromal cell', 'ontology_name': 'stromal cell'}, {'value': 'preadipocyte', 'ontology_name': 'preadipocyte'}, {'value': 'adipocyte', 'ontology_name': 'adipocyte'}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'normal', 'ontology_name': 'normal'}","{'value': 'cell line', 'ontology_name': False}","[{'value': 'cell culture', 'ontology_name': 'cell culture'}, {'value': 'tissue biopsy', 'ontology_name': False}]","[{'value': 'male and female', 'ontology_name': False}, {'value': 'male', 'ontology_name': False}]","[{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}, {'value': 'Mus musculus', 'ontology_name': 'Mus musculus'}]","[{'value': 'adipose tissue', 'ontology_name': 'adipose tissue'}, {'value': 'subcutaneous adipose tissue', 'ontology_name': 'subcutaneous adipose tissue'}]",0.89,0.88,0.75,1.0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'treated vs control', 'ontology_name': False}","[{'value': 'DINCH and MINCH exposure', 'ontology_name': False}, {'value': 'solvent control', 'ontology_name': False}]","{'value': '7', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': '7', 'ontology_name': False}","{'value': '3', 'ontology_name': False}","{'value': '3', 'ontology_name': False}","[{'value': 'bottom-up proteomics', 'ontology_name': False}, {'value': 'Data-independent acquisition', 'ontology_name': False}]",0.914,0.9,0.818,1.0,"[{'value': 'DIA', 'ontology_name': False}, {'value': 'DDA', 'ontology_name': False}]","[{'value': '10 mM', 'ontology_name': False}, {'value': '37.5 mM', 'ontology_name': False}]","[{'value': 'iodoacetamide', 'ontology_name': False}, {'value': 'IAA', 'ontology_name': False}]","{'value': 'trypsin', 'ontology_name': False}","[{'value': '28', 'ontology_name': False}, {'value': '34', 'ontology_name': False}]","[{'value': 'TiO2', 'ontology_name': False}, {'value': 'Fe-NTA', 'ontology_name': False}, {'value': 'antibody', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'CID', 'ontology_name': False}","{'value': 'Q Exactive HF', 'ontology_name': 'Q Exactive HF'}","{'value': 'nanoESI', 'ontology_name': False}","[{'value': 'label-free', 'ontology_name': False}, {'value': 'TMT', 'ontology_name': False}]","{'value': 'Orbitrap', 'ontology_name': False}","[{'value': 'iodoacetamide derivatized residue', 'ontology_name': 'iodoacetamide derivatized residue'}, {'value': 'carbamidomethylation', 'ontology_name': 'Carbamidomethyl'}, {'value': 'oxidation', 'ontology_name': 'Oxidation'}, {'value': 'N-terminal acetylation', 'ontology_name': 'mono N-acetylated residue'}, {'value': 'acetylation of lysine', 'ontology_name': 'monoacetylated residue'}, {'value': 'phosphorylation of serine', 'ontology_name': 'O-phospho-L-serine'}, {'value': 'phosphorylation of threonine', 'ontology_name': 'O-phospho-L-threonine'}, {'value': 'phosphorylation of tyrosine', 'ontology_name': ""O4'-phospho-L-tyrosine""}]","[{'value': '5 mM', 'ontology_name': False}, {'value': '20 mM', 'ontology_name': False}]","[{'value': 'DTT', 'ontology_name': False}, {'value': 'TCEP', 'ontology_name': False}]",0.939,0.89,0.968,1.0
PXD060898,shard_0,"{'value': 'unknown', 'ontology_name': False}","[{'value': 'HEK293T', 'ontology_name': 'HEK293T cell'}, {'value': 'CFBE', 'ontology_name': False}]","[{'value': 'embryonic kidney cell', 'ontology_name': 'kidney epithelial cell'}, {'value': 'bronchial epithelial cell', 'ontology_name': 'bronchial epithelial cell'}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'cystic fibrosis', 'ontology_name': 'cystic fibrosis'}","{'value': 'cell culture', 'ontology_name': False}","{'value': 'cell culture', 'ontology_name': 'cell culture'}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}","[{'value': 'lung', 'ontology_name': 'lung'}, {'value': 'kidney', 'ontology_name': 'kidney'}]",0.882,0.929,0.588,1.0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'treated vs control', 'ontology_name': False}","{'value': 'vehicle, probe, competition', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'chemical cross-linking coupled with mass spectrometry proteomics', 'ontology_name': False}, {'value': 'affinity purification coupled with mass spectrometry proteomics', 'ontology_name': False}, {'value': 'data-independent acquisition', 'ontology_name': False}]",0.832,0.882,0.455,1.0,"{'value': 'DIA', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'iodoacetamide', 'ontology_name': False}","{'value': 'trypsin/Lys-C', 'ontology_name': False}","{'value': '27 higher-energy collisional dissociation (HCD) collision energy', 'ontology_name': False}","{'value': 'Desthiobiotin–Streptavidin Enrichment', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'HCD', 'ontology_name': False}","{'value': 'Orbitrap Exploris 480', 'ontology_name': 'Orbitrap Exploris 480'}","{'value': 'Electrospray ionization', 'ontology_name': False}","{'value': 'label-free', 'ontology_name': False}","{'value': 'Orbitrap', 'ontology_name': False}","{'value': 'iodoacetamide derivatized residue', 'ontology_name': 'iodoacetamide derivatized residue'}","{'value': '0.5 M', 'ontology_name': False}","{'value': 'TCEP', 'ontology_name': False}",0.943,0.94,0.867,1.0
PXD060976,shard_0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'DRG neuron', 'ontology_name': 'thoracic dorsal root ganglion Piezo2 neuron'}, {'value': 'DRG neurons', 'ontology_name': 'thoracic dorsal root ganglion Piezo2 neuron'}, {'value': 'axoplasm proteins', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'sciatic nerve injury', 'ontology_name': 'sciatic neuropathy'}","[{'value': 'tissue', 'ontology_name': False}, {'value': 'biofluid', 'ontology_name': False}]","[{'value': 'sciatic nerve axoplasm', 'ontology_name': False}, {'value': 'cell culture', 'ontology_name': 'cell culture'}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'Mus musculus', 'ontology_name': 'Mus musculus'}","[{'value': 'Peripheral nervous system', 'ontology_name': 'peripheral nervous system'}, {'value': 'Sciatic nerve', 'ontology_name': 'sciatic nerve'}]",0.845,0.858,0.579,1.0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'B2-SINE RNA vs control U1 SL3+4 RNA', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': '2', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Affinity purification coupled with mass spectrometry proteomics', 'ontology_name': False}",0.833,0.933,0.333,1.0,"{'value': 'Data-dependent acquisition', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Orbitrap Exploris 480', 'ontology_name': 'Orbitrap Exploris 480'}","{'value': 'unknown', 'ontology_name': False}","{'value': 'TMT', 'ontology_name': False}","{'value': 'Orbitrap', 'ontology_name': False}","{'value': 'No PTMs are included in the dataset', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}",0.863,0.993,0.333,1.0
PXD061609,shard_0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'normal', 'ontology_name': 'normal'}","{'value': 'tissue', 'ontology_name': False}","{'value': 'mouse tissues', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Mus musculus', 'ontology_name': 'Mus musculus'}","[{'value': 'brain', 'ontology_name': 'brain'}, {'value': 'brown fat', 'ontology_name': 'brown adipose tissue'}, {'value': 'heart', 'ontology_name': 'heart'}, {'value': 'kidney', 'ontology_name': 'kidney'}, {'value': 'liver', 'ontology_name': 'liver'}, {'value': 'lung', 'ontology_name': 'lung'}, {'value': 'skeletal muscle', 'ontology_name': False}, {'value': 'spleen', 'ontology_name': 'spleen'}, {'value': 'ovaries', 'ontology_name': False}, {'value': 'testes', 'ontology_name': False}]",0.846,0.848,0.609,1.0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'cross-sectional', 'ontology_name': False}","{'value': 'tissue', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Bottom-up proteomics', 'ontology_name': False}",0.833,0.933,0.333,1.0,"{'value': 'Data-dependent acquisition', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'strong ion exchange chromatography', 'ontology_name': False}, {'value': 'basic pH reversed-phase', 'ontology_name': False}, {'value': 'Peptide sax', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'Orbitrap Eclipse', 'ontology_name': 'Orbitrap Eclipse'}","{'value': 'unknown', 'ontology_name': False}","{'value': 'TMT', 'ontology_name': False}","{'value': 'Orbitrap', 'ontology_name': False}","[{'value': 'monohydroxylated residue', 'ontology_name': 'monohydroxylated residue'}, {'value': 'TMT6plex-126 reporter+balance reagent acylated residue', 'ontology_name': 'TMT6plex-126 reporter+balance reagent acylated residue'}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}",0.883,0.967,0.5,1.0
PXD061981,shard_0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'embryonic', 'ontology_name': False}, {'value': 'fetal', 'ontology_name': False}]","[{'value': 'normal', 'ontology_name': 'normal'}, {'value': 'familial advanced sleep phase (FASP)', 'ontology_name': 'advanced sleep phase syndrome'}]","[{'value': 'tissue', 'ontology_name': False}, {'value': 'primary cells', 'ontology_name': False}]","{'value': 'cell culture', 'ontology_name': 'cell culture'}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Mus musculus', 'ontology_name': 'Mus musculus'}","[{'value': 'Embryo', 'ontology_name': 'embryo'}, {'value': 'Liver', 'ontology_name': 'liver'}]",0.839,0.856,0.556,1.0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'time course', 'ontology_name': False}","{'value': 'time of day', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'bottom-up proteomics', 'ontology_name': False}",0.783,0.833,0.333,1.0,"[{'value': 'Data-independent acquisition', 'ontology_name': False}, {'value': 'Data-dependent acquisition', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Orbitrap Astral', 'ontology_name': 'Orbitrap Astral'}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Relative quantification', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'phosphorylated residue', 'ontology_name': 'phosphorylated residue'}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}",0.863,1.0,0.312,1.0
PXD062211,shard_0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'hepatocyte', 'ontology_name': 'hepatocyte'}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Cardiovascular system disease', 'ontology_name': 'cardiovascular disorder'}","[{'value': 'biofluid', 'ontology_name': False}, {'value': 'primary cells', 'ontology_name': False}]","[{'value': 'blood plasma', 'ontology_name': 'blood plasma'}, {'value': 'mouse model', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'Mus musculus', 'ontology_name': 'Mus musculus'}","[{'value': 'liver', 'ontology_name': 'liver'}, {'value': 'blood', 'ontology_name': 'blood'}]",0.85,0.888,0.529,1.0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'bottom-up proteomics', 'ontology_name': False}",0.778,0.911,0.111,1.0,"[{'value': 'Data-dependent acquisition', 'ontology_name': False}, {'value': 'DDA', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'iodoacetamide', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Orbitrap Fusion Lumos', 'ontology_name': 'Orbitrap Fusion Lumos'}","{'value': 'ESI', 'ontology_name': False}","{'value': 'TMT', 'ontology_name': False}","{'value': 'Orbitrap', 'ontology_name': False}","[{'value': 'monohydroxylated residue', 'ontology_name': 'monohydroxylated residue'}, {'value': 'TMT6plex-126 reporter+balance reagent acylated residue', 'ontology_name': 'TMT6plex-126 reporter+balance reagent acylated residue'}, {'value': 'iodoacetamide derivatized residue', 'ontology_name': 'iodoacetamide derivatized residue'}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}",0.883,0.944,0.556,1.0
PXD004682,shard_1,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Epithelial cell', 'ontology_name': 'epithelial cell'}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'Non-small cell lung carcinoma', 'ontology_name': 'non-small cell lung carcinoma'}, {'value': 'lung squamous cell carcinomas', 'ontology_name': 'squamous cell lung carcinoma'}]","{'value': 'tissue', 'ontology_name': False}","[{'value': 'tumor biopsy', 'ontology_name': False}, {'value': 'adjacent lung tissues', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}","[{'value': 'Lung', 'ontology_name': 'lung'}, {'value': 'lung', 'ontology_name': 'lung'}]",0.882,0.953,0.529,1.0,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}",0.8,1.0,0.0,1.0,"[{'value': 'DIA', 'ontology_name': False}, {'value': 'DDA', 'ontology_name': False}]","{'value': '11 mM', 'ontology_name': False}","{'value': 'iodoacetamide', 'ontology_name': False}","{'value': 'trypsin', 'ontology_name': False}","[{'value': '28', 'ontology_name': False}, {'value': '30', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'basic pH reversed phase HPLC', 'ontology_name': False}","{'value': 'HCD', 'ontology_name': False}","{'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}","{'value': 'ESI', 'ontology_name': False}","[{'value': 'label free', 'ontology_name': False}, {'value': 'TMT', 'ontology_name': False}, {'value': 'TIC', 'ontology_name': False}]","{'value': 'Orbitrap', 'ontology_name': False}","[{'value': 'No PTMs are included in the dataset', 'ontology_name': False}, {'value': 'carbamidomethylation', 'ontology_name': 'Carbamidomethyl'}, {'value': 'methionine oxidation', 'ontology_name': 'L-methionine sulfone'}, {'value': 'carbamidomethylation (cysteine)', 'ontology_name': 'iodoacetic acid derivatized amino-terminal residue'}, {'value': 'oxidation (methionine)', 'ontology_name': 'L-methionine sulfone'}, {'value': 'pyroglutamic acid (glutamic acid)', 'ontology_name': '2-pyrrolidone-5-carboxylic acid (Glu)'}]","{'value': '4.5 mM', 'ontology_name': False}","{'value': 'DTT', 'ontology_name': False}",0.958,0.933,0.958,1.0
PXD005554,shard_1,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'epithelial ovarian cancer cell', 'ontology_name': 'ovarian surface epithelial cell'}, {'value': 'triple-negative breast cancer cells', 'ontology_name': False}, {'value': 'normal mammary gland cells', 'ontology_name': 'mammary gland epithelial cell'}, {'value': 'non-metastatic ovarian cancer cells', 'ontology_name': False}, {'value': 'high-grade- serous-ovarian- cancer-derived cells', 'ontology_name': 'serous demilune cell of salivary gland'}]","{'value': 'unknown', 'ontology_name': False}","[{'value': 'Breast cancer', 'ontology_name': 'breast cancer'}, {'value': 'Ovarian cancer', 'ontology_name': 'ovarian cancer'}, {'value': 'triple-negative breast cancer', 'ontology_name': 'triple-negative breast carcinoma'}, {'value': 'high-grade serous ovarian cancer', 'ontology_name': 'ovarian serous adenocarcinoma'}, {'value': 'non-metastatic ovarian cancer', 'ontology_name': 'malignant non-epithelial tumor of ovary'}, {'value': 'normal', 'ontology_name': 'normal'}]","{'value': 'tissue', 'ontology_name': False}","[{'value': 'surgical resection', 'ontology_name': False}, {'value': 'tumor biopsy', 'ontology_name': False}, {'value': 'adjacent normal mammary gland tissues', 'ontology_name': False}, {'value': 'disease-free omentum', 'ontology_name': False}]","{'value': 'female', 'ontology_name': False}","{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}","[{'value': 'Mammary gland', 'ontology_name': 'mammary gland'}, {'value': 'breast', 'ontology_name': 'breast'}, {'value': 'ovary', 'ontology_name': 'ovary'}, {'value': 'omentum', 'ontology_name': 'omentum'}]",0.859,0.814,0.759,1.0,"{'value': '2', 'ontology_name': False}","{'value': 'case vs control', 'ontology_name': False}","{'value': 'tumor vs normal', 'ontology_name': False}","{'value': '2', 'ontology_name': False}","{'value': '15', 'ontology_name': False}","{'value': '4', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'shotgun proteomics', 'ontology_name': False}",0.883,0.856,0.778,1.0,"[{'value': 'data-dependent mode', 'ontology_name': False}, {'value': 'Shotgun proteomics', 'ontology_name': False}]","{'value': '8.3 mM', 'ontology_name': False}","{'value': 'iodoacetamide', 'ontology_name': False}","[{'value': 'Lys-C', 'ontology_name': False}, {'value': 'trypsin', 'ontology_name': False}]","{'value': '28', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'basic-reversed- phase separation', 'ontology_name': False}, {'value': 'high-pH reversed-phase HPLC', 'ontology_name': False}]","{'value': 'normal collision energy', 'ontology_name': False}","[{'value': 'QExactive mass spectrometer', 'ontology_name': 'quadrupole orbitrap astral instrument'}, {'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}]","{'value': 'nanoelectrospray', 'ontology_name': False}","{'value': 'Spectrum counting', 'ontology_name': False}","{'value': 'Orbitrap', 'ontology_name': False}","[{'value': 'Gln->pyro-Glu', 'ontology_name': 'Gln->pyro-Glu'}, {'value': 'Phospho', 'ontology_name': 'Phospho'}, {'value': 'Carbamyl', 'ontology_name': 'Carbamyl'}, {'value': 'Deamidated', 'ontology_name': 'Deamidated'}, {'value': 'Carbamidomethyl', 'ontology_name': 'Carbamidomethyl'}, {'value': 'Oxidation', 'ontology_name': 'Oxidation'}, {'value': 'carbamidomethylation of cysteine', 'ontology_name': 'S-carboxymethyl-L-cysteine'}, {'value': 'oxidized methionine', 'ontology_name': 'L-methionine sulfoxide'}, {'value': 'deamidation of asparagine', 'ontology_name': 'deamidated L-asparagine'}, {'value': 'pyro-glutamic acid modification at N-terminal glutamine', 'ontology_name': False}, {'value': 'hydroxylation of lysine and proline', 'ontology_name': 'hydroxylated residue'}]","{'value': '5 mM', 'ontology_name': False}","{'value': 'dithiothreitol', 'ontology_name': False}",0.984,0.983,0.966,1.0
PXD008493,shard_1,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'nasal polyp', 'ontology_name': 'nasal cavity polyp'}, {'value': 'parotid gland disease', 'ontology_name': 'parotid disorder'}, {'value': 'palatine tonsil disease', 'ontology_name': 'adenoiditis'}]","{'value': 'tissue', 'ontology_name': False}","{'value': 'surgical resection', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}","[{'value': 'palatine tonsil', 'ontology_name': 'palatine tonsil'}, {'value': 'parotid gland', 'ontology_name': 'parotid gland'}, {'value': 'nasal polyp', 'ontology_name': False}]",0.856,0.911,0.5,1.0,"{'value': '3', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': '3', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': '9', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'shotgun proteomics', 'ontology_name': False}, {'value': 'targeted proteomics', 'ontology_name': False}]",0.865,0.93,0.5,1.0,"[{'value': 'DDA', 'ontology_name': False}, {'value': 'SRM', 'ontology_name': False}, {'value': 'MRM', 'ontology_name': False}]","{'value': '20 mM', 'ontology_name': False}","{'value': 'iodoacetamide', 'ontology_name': False}","{'value': 'trypsin', 'ontology_name': False}","{'value': '28%', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'HCD', 'ontology_name': False}","{'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}","{'value': 'nanoESI', 'ontology_name': False}","[{'value': 'label-free', 'ontology_name': False}, {'value': 'TIC', 'ontology_name': False}]","{'value': 'Orbitrap', 'ontology_name': False}","[{'value': 'Carbamidomethyl', 'ontology_name': 'Carbamidomethyl'}, {'value': 'Oxidation', 'ontology_name': 'Oxidation'}]","{'value': '10 mM', 'ontology_name': False}","{'value': 'DTT', 'ontology_name': False}",0.947,0.937,0.895,1.0
PXD008722,shard_1,"{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'cardiomyocyte', 'ontology_name': 'cardiac muscle cell'}","{'value': 'unknown', 'ontology_name': False}","[{'value': 'normal', 'ontology_name': 'normal'}, {'value': 'mitral valve disease', 'ontology_name': 'mitral valve disorder'}, {'value': 'hypertrophy', 'ontology_name': 'hypertrophic'}, {'value': 'dilated cardiomyopathy', 'ontology_name': 'dilated cardiomyopathy'}]","{'value': 'tissue', 'ontology_name': False}","{'value': 'cardiac biopsy', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}","[{'value': 'heart', 'ontology_name': 'heart'}, {'value': 'right atria', 'ontology_name': 'right cardiac atrium'}, {'value': 'left atria', 'ontology_name': 'left cardiac atrium'}, {'value': 'left ventricle', 'ontology_name': 'heart left ventricle'}]",0.877,0.915,0.6,1.0,"{'value': '7', 'ontology_name': False}","{'value': 'cross-sectional', 'ontology_name': False}","{'value': 'chamber', 'ontology_name': False}","{'value': '7', 'ontology_name': False}","{'value': '12', 'ontology_name': False}","{'value': '21', 'ontology_name': False}","{'value': '0', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'Shotgun proteomics', 'ontology_name': False}",0.906,0.856,0.889,1.0,"[{'value': 'DDA', 'ontology_name': False}, {'value': 'Shotgun proteomics', 'ontology_name': False}]","{'value': '10 mm chloroacetamide (CAA)', 'ontology_name': False}","{'value': 'chloroacetamide (CAA)', 'ontology_name': False}","[{'value': 'endoproteinase Lys-C', 'ontology_name': False}, {'value': 'trypsin', 'ontology_name': False}]","{'value': 'unknown', 'ontology_name': False}","{'value': 'unknown', 'ontology_name': False}","{'value': 'micro-flow reverse-phase ultrahigh pressure liquid chromatograpy (UPLC)', 'ontology_name': False}","{'value': 'HCD', 'ontology_name': False}","[{'value': 'Q-Exactive HF', 'ontology_name': 'Q Exactive HF'}, {'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}]","{'value': 'nano-electrospray ionization', 'ontology_name': False}","{'value': 'label-free', 'ontology_name': False}","{'value': 'Orbitrap', 'ontology_name': False}","{'value': 'No PTMs', 'ontology_name': False}","{'value': '5 mm Tris(2-carboxyethyl)phosphine (TCEP)', 'ontology_name': False}","{'value': 'Tris(2-carboxyethyl)phosphine (TCEP)', 'ontology_name': False}",0.953,0.95,0.889,1.0
