source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD010516	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'adult', 'ontology_name': False}	{'value': 'normal', 'ontology_name': 'normal'}	{'value': 'biofluid', 'ontology_name': False}	{'value': 'healthy men', 'ontology_name': False}	{'value': 'male', 'ontology_name': False}	[{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}, {'value': 'Mus musculus', 'ontology_name': 'Mus musculus'}]	{'value': 'liver', 'ontology_name': 'liver'}	0.773	0.733	0.533	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'treated vs control', 'ontology_name': False}	{'value': 'treatment', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Shotgun proteomics', 'ontology_name': False}	0.811	0.889	0.333	1.0	{'value': 'Shotgun proteomics', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'label-free', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.82	0.933	0.267	1.0
PXD010634	shard_1	{'value': 'unknown', 'ontology_name': False}	[{'value': 'MDA-MB-231', 'ontology_name': 'MDA-MB-231 cell'}, {'value': 'Panc-1', 'ontology_name': 'PANC-1 cell'}, {'value': 'HeLa', 'ontology_name': 'HeLa cell'}]	{'value': 'epithelial cell', 'ontology_name': 'epithelial cell'}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'Breast cancer', 'ontology_name': 'breast cancer'}, {'value': 'normal', 'ontology_name': 'normal'}]	{'value': 'cell line', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	[{'value': 'breast', 'ontology_name': 'breast'}, {'value': 'pancreas', 'ontology_name': 'pancreas'}, {'value': 'cervix', 'ontology_name': False}]	0.855	0.858	0.632	1.0	{'value': '3', 'ontology_name': False}	{'value': 'treated vs control', 'ontology_name': False}	{'value': 'treatment', 'ontology_name': False}	{'value': '3', 'ontology_name': False}	{'value': '6', 'ontology_name': False}	{'value': '18', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Shotgun proteomics', 'ontology_name': False}	0.9	0.889	0.778	1.0	{'value': 'DDA', 'ontology_name': False}	{'value': '10 mm', 'ontology_name': False}	{'value': 'chloroacetamide', 'ontology_name': False}	[{'value': 'LysC', 'ontology_name': False}, {'value': 'trypsin', 'ontology_name': False}]	[{'value': '31', 'ontology_name': False}, {'value': '25', 'ontology_name': False}]	{'value': 'NeutrAvidin agarose', 'ontology_name': False}	{'value': 'SCX', 'ontology_name': False}	{'value': 'HCD', 'ontology_name': False}	[{'value': 'QExactive', 'ontology_name': False}, {'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}]	{'value': 'nanoESI', 'ontology_name': False}	{'value': 'TMT', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'myristoylated residue', 'ontology_name': 'myristoylated residue'}, {'value': 'Cysteine carbamidomethylation', 'ontology_name': 'iodoacetic acid derivatized amino-terminal residue'}, {'value': 'methionine oxidation', 'ontology_name': 'L-methionine sulfone'}, {'value': 'acetylation of protein N terminus', 'ontology_name': 'mono N-acetylated residue'}, {'value': 'biotin modification', 'ontology_name': 'biotinylated residue'}]	{'value': '5 mm', 'ontology_name': False}	{'value': 'TCEP', 'ontology_name': False}	0.952	0.905	1.0	1.0
PXD010870	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'HeLa', 'ontology_name': 'HeLa cell'}	{'value': 'epithelial cell', 'ontology_name': 'epithelial cell'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'cervical adenocarcinoma', 'ontology_name': 'cervical adenocarcinoma'}	{'value': 'cell culture', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'cervix', 'ontology_name': False}	0.846	0.893	0.5	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'affinity purification coupled with mass spectrometry proteomics', 'ontology_name': False}	0.822	1.0	0.111	1.0	[{'value': 'DDA', 'ontology_name': False}, {'value': 'Affinity purification coupled with mass spectrometry proteomics', 'ontology_name': False}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'trypsin', 'ontology_name': False}, {'value': 'Lys-C', 'ontology_name': False}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'antibody', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'Q-Exactive HF', 'ontology_name': 'Q Exactive HF'}, {'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}]	{'value': 'nanoESI', 'ontology_name': False}	{'value': 'label-free', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	{'value': 'monohydroxylated residue', 'ontology_name': 'monohydroxylated residue'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.85	0.856	0.611	1.0
PXD011124	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'cell culture', 'ontology_name': False}, {'value': 'primary cells', 'ontology_name': False}]	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'unknown', 'ontology_name': False}	0.827	0.947	0.267	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'shotgun proteomics', 'ontology_name': False}	0.822	1.0	0.111	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'TIC', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'Phospho', 'ontology_name': 'Phospho'}, {'value': 'Deamidated', 'ontology_name': 'Deamidated'}, {'value': 'Carbamidomethyl', 'ontology_name': 'Carbamidomethyl'}, {'value': 'Oxidation', 'ontology_name': 'Oxidation'}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.864	0.972	0.389	1.0
PXD011256	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'chondrocyte', 'ontology_name': 'chondrocyte'}, {'value': 'Epithelial cell', 'ontology_name': 'epithelial cell'}]	{'value': 'unknown', 'ontology_name': False}	[{'value': 'osteoarthritis', 'ontology_name': 'osteoarthritis'}, {'value': 'Wounds and injuries', 'ontology_name': 'injury'}]	{'value': 'cell culture', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'knee', 'ontology_name': 'knee'}	0.897	0.994	0.5	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.8	1.0	0.0	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'trypsin', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'LTQ Orbitrap Elite', 'ontology_name': 'Orbitrap Elite'}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'label-free', 'ontology_name': False}, {'value': 'Spectrum count/molecular weight', 'ontology_name': False}]	[{'value': 'Orbitrap', 'ontology_name': False}, {'value': 'Ion Trap', 'ontology_name': False}]	{'value': 'phosphorylated residue', 'ontology_name': 'phosphorylated residue'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.865	0.965	0.412	1.0
PXD011618	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'HeLa', 'ontology_name': 'HeLa cell'}	{'value': 'Epithelial cell', 'ontology_name': 'epithelial cell'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'cervical adenocarcinoma', 'ontology_name': 'cervical adenocarcinoma'}	{'value': 'cell line', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'cervix', 'ontology_name': False}	0.843	0.886	0.5	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'chemical proteomics', 'ontology_name': False}	0.822	1.0	0.111	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'SILAC', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'Carbamidomethyl', 'ontology_name': 'Carbamidomethyl'}, {'value': 'Biotin:Sigma-B1267', 'ontology_name': 'Biotin:Sigma-B1267'}, {'value': 'Oxidation', 'ontology_name': 'Oxidation'}, {'value': 'Acetyl', 'ontology_name': 'Acetyl'}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.864	0.972	0.389	1.0
PXD015957	shard_1	{'value': 'unknown', 'ontology_name': False}	[{'value': '12T', 'ontology_name': False}, {'value': '108T', 'ontology_name': False}, {'value': 'A375', 'ontology_name': 'obsolete A375 cell'}]	{'value': 'Melanocyte', 'ontology_name': 'melanocyte'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Melanoma', 'ontology_name': 'melanoma'}	[{'value': 'cell line', 'ontology_name': False}, {'value': 'cell line', 'ontology_name': False}]	[{'value': 'cell culture', 'ontology_name': 'cell culture'}, {'value': 'tumor biopsy', 'ontology_name': False}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'skin', 'ontology_name': 'zone of skin'}	0.903	0.961	0.611	1.0	[{'value': '3', 'ontology_name': False}, {'value': 'unknown', 'ontology_name': False}, {'value': 'unknown', 'ontology_name': False}]	{'value': 'treated vs control', 'ontology_name': False}	{'value': 'empty vector vs PSMB8/PSMB9 overexpression; IFNγ treated vs non-treated', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'unknown', 'ontology_name': False}, {'value': 'unknown', 'ontology_name': False}]	{'value': '3', 'ontology_name': False}	[{'value': '3', 'ontology_name': False}, {'value': 'unknown', 'ontology_name': False}]	[{'value': 'shotgun proteomics', 'ontology_name': False}, {'value': 'unknown', 'ontology_name': False}, {'value': 'unknown', 'ontology_name': False}]	0.43	0.46	0.4	0.4	{'value': 'DDA', 'ontology_name': False}	{'value': '0.2 mM', 'ontology_name': False}	{'value': 'iodoacetamide', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': '25%', 'ontology_name': False}	{'value': 'antibody', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'HCD', 'ontology_name': False}	{'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}	{'value': 'ESI', 'ontology_name': False}	{'value': 'label free', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	{'value': 'No PTMs are included in the dataset', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.873	0.853	0.733	1.0
PXD020187	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'umbilical artery tissue', 'ontology_name': 'umbilical artery'}	{'value': 'adult', 'ontology_name': False}	{'value': 'normal', 'ontology_name': 'normal'}	{'value': 'tissue', 'ontology_name': False}	{'value': 'human umbilical cord', 'ontology_name': 'umbilical cord'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'Umbilical artery', 'ontology_name': 'umbilical artery'}	0.821	0.843	0.5	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'treated vs control', 'ontology_name': False}	{'value': 'native vs decellularized', 'ontology_name': False}	{'value': '5', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': '10', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'Shotgun proteomics', 'ontology_name': False}, {'value': 'bottom-up proteomics', 'ontology_name': False}]	0.84	0.84	0.6	1.0	[{'value': 'DIA', 'ontology_name': False}, {'value': 'unknown', 'ontology_name': False}]	{'value': '0.05 M', 'ontology_name': False}	{'value': 'iodoacetamide', 'ontology_name': False}	{'value': 'trypsin', 'ontology_name': False}	[{'value': '33', 'ontology_name': False}, {'value': '500 counts', 'ontology_name': False}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'HCD', 'ontology_name': False}	[{'value': 'Orbitrap-Elite', 'ontology_name': 'Orbitrap Elite'}, {'value': 'LTQ', 'ontology_name': 'LTQ'}]	[{'value': 'nano-ESI', 'ontology_name': False}, {'value': 'electrospray ionization', 'ontology_name': False}]	{'value': 'label-free', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'carbamidomethylation of cysteine', 'ontology_name': 'S-carboxymethyl-L-cysteine'}, {'value': 'oxidation of methionine', 'ontology_name': 'L-methionine sulfone'}, {'value': 'No PTMs are included in the dataset', 'ontology_name': False}]	{'value': '10 mM', 'ontology_name': False}	{'value': 'DTE', 'ontology_name': False}	0.955	0.967	0.857	1.0
PXD028393	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'CFBE41o-', 'ontology_name': False}	{'value': 'Epithelial cell', 'ontology_name': 'epithelial cell'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Cystic fibrosis', 'ontology_name': 'cystic fibrosis'}	{'value': 'Cell culture', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'unknown', 'ontology_name': False}	0.886	1.0	0.429	1.0	[{'value': '3', 'ontology_name': False}, {'value': '5', 'ontology_name': False}]	{'value': 'treated vs control', 'ontology_name': False}	{'value': 'VX-809 vs DMSO', 'ontology_name': False}	{'value': '3', 'ontology_name': False}	{'value': '4', 'ontology_name': False}	{'value': '6', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Shotgun proteomics', 'ontology_name': False}	0.89	0.86	0.8	1.0	[{'value': 'DIA', 'ontology_name': False}, {'value': 'Shotgun proteomics', 'ontology_name': False}]	{'value': '100 mM', 'ontology_name': False}	{'value': 'iodoacetamide', 'ontology_name': False}	{'value': 'trypsin', 'ontology_name': False}	[{'value': 'CE = 0.063 (m/z)–3.24', 'ontology_name': False}, {'value': '35', 'ontology_name': False}, {'value': '65', 'ontology_name': False}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'high-pH', 'ontology_name': False}	[{'value': 'CID', 'ontology_name': False}, {'value': 'HCD', 'ontology_name': False}]	{'value': 'Orbitrap Eclipse', 'ontology_name': 'Orbitrap Eclipse'}	{'value': 'ESI', 'ontology_name': False}	{'value': 'TMT', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'monohydroxylated residue', 'ontology_name': 'monohydroxylated residue'}, {'value': 'iodoacetamide derivatized residue', 'ontology_name': 'iodoacetamide derivatized residue'}, {'value': 'deamidated residue', 'ontology_name': 'deamidated residue'}, {'value': 'carbamidomethylation', 'ontology_name': 'Carbamidomethyl'}, {'value': 'oxidation of methionine', 'ontology_name': 'L-methionine sulfone'}]	{'value': '100 mM', 'ontology_name': False}	[{'value': 'dithiothreitol', 'ontology_name': False}, {'value': 'DTT', 'ontology_name': False}]	0.973	0.963	0.958	1.0
PXD036633	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'salivary cell', 'ontology_name': 'salivary gland cell'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'ectopic pregnancy', 'ontology_name': 'ectopic pregnancy'}	{'value': 'biofluid', 'ontology_name': False}	{'value': 'saliva', 'ontology_name': 'saliva'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'salivary gland', 'ontology_name': 'saliva-secreting gland'}	0.818	0.864	0.429	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Gel-based experiment', 'ontology_name': False}	0.822	1.0	0.111	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'iodoacetamide', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Q Exactive HF', 'ontology_name': 'Q Exactive HF'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'label-free', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	{'value': 'iodoacetamide derivatized residue', 'ontology_name': 'iodoacetamide derivatized residue'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.833	0.933	0.333	1.0
PXD046412	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Sars-cov-2', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'unknown', 'ontology_name': False}	0.829	1.0	0.143	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'treated vs control', 'ontology_name': False}	{'value': 'TurboID experimental vs control', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Bottom-up proteomics', 'ontology_name': False}	0.811	0.889	0.333	1.0	{'value': 'Data-dependent acquisition', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Q Exactive HF', 'ontology_name': 'Q Exactive HF'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'MS1 intensity based label-free quantification method', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'monohydroxylated residue', 'ontology_name': 'monohydroxylated residue'}, {'value': 'acetylated residue', 'ontology_name': 'acetylated residue'}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.859	0.969	0.375	1.0
PXD046463	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'unknown', 'ontology_name': False}	0.843	1.0	0.214	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	[{'value': 'bottom-up proteomics', 'ontology_name': False}, {'value': 'targeted proteomics', 'ontology_name': False}]	0.8	0.92	0.2	1.0	{'value': 'Data-dependent acquisition', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'iodoacetamide derivatized residue', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Q Exactive HF', 'ontology_name': 'Q Exactive HF'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'TMT', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'monohydroxylated residue', 'ontology_name': 'monohydroxylated residue'}, {'value': 'iodoacetamide derivatized residue', 'ontology_name': 'iodoacetamide derivatized residue'}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.872	0.969	0.438	1.0
PXD046571	shard_1	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	"[{'value': 'Sarcoma', 'ontology_name': 'sarcoma'}, {'value': 'Kaposi’s Sarcoma', 'ontology_name': ""Kaposi's sarcoma""}]"	{'value': 'cell line', 'ontology_name': False}	{'value': 'cell culture', 'ontology_name': 'cell culture'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Homo sapiens', 'ontology_name': 'Homo sapiens'}	{'value': 'unknown', 'ontology_name': False}	0.85	0.967	0.333	1.0	{'value': 'unknown', 'ontology_name': False}	{'value': 'treated vs control', 'ontology_name': False}	{'value': 'RTA expression and lytic reactivation', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Bottom-up proteomics', 'ontology_name': False}	0.811	0.889	0.333	1.0	{'value': 'Data-dependent acquisition', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'iodoacetamide', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'ubiquitin remnant', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	{'value': 'Q Exactive', 'ontology_name': 'Q Exactive'}	{'value': 'unknown', 'ontology_name': False}	{'value': 'SILAC', 'ontology_name': False}	{'value': 'Orbitrap', 'ontology_name': False}	[{'value': 'monohydroxylated residue', 'ontology_name': 'monohydroxylated residue'}, {'value': 'acetylated residue', 'ontology_name': 'acetylated residue'}, {'value': 'ubiquitinylated lysine', 'ontology_name': 'ubiquitinylated lysine'}]	{'value': 'unknown', 'ontology_name': False}	{'value': 'unknown', 'ontology_name': False}	0.891	0.971	0.529	1.0
