source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD003293	shard_0	unknown	unknown	small airway epithelial cells	unknown	normal	immortalized primary cell line	cell culture	unknown	Homo sapiens	lung	0.818	0.864	0.429	1.0	2	treated vs control	treatment and cell state	2	60	8	unknown	unknown	Shotgun proteomics	0.872	0.833	0.778	1.0	DDA	30 mM	iodoacetamine	['Lys-C', 'Trypsin']	30%	['IMAC', 'immobilized metal affinity chromatography']	['strong cation exchange chromatography', 'SCX']	['higher-energy collisional dissociation', 'collision-activated dissociation']	['Q Exactive Orbitrap', 'Q Exactive']	ESI	['iTRAQ', '8-plex iTRAQ']	Orbitrap	['carbamidometheylation', 'oxidation', 'phosphorylation']	10 mM	DTT	0.963	0.926	1.0	1.0
PXD003408	shard_0	unknown	unknown	['endothelial cells', 'fibroblasts', 'peripheral blood mononuclear cells', 'Endothelial cell of umbilical vein']	unknown	['inflammation', 'inflammatory response']	primary cells	['primary cells', 'peripheral blood', 'Umbilical vein']	unknown	['Homo sapiens', 'human']	Umbilical vein	0.886	0.924	0.619	1.0	unknown	treated vs control	interleukin 1-β stimulation	unknown	3	unknown	unknown	unknown	Shotgun proteomics	0.817	0.856	0.444	1.0	DDA	unknown	Carbamidomethyl	trypsin	unknown	unknown	unknown	HCD	Q Exactive	ESI	label-free	Orbitrap	['L-histidine residue', 'residues isobaric at 128.058578 Da', 'L-tyrosine residue', 'Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.898	0.915	0.7	1.0
PXD003416	shard_0	unknown	unknown	['fibroblasts', 'endothelial cells']	unknown	unknown	primary cells	primary human cells	unknown	Homo sapiens	skin	0.827	0.893	0.4	1.0	unknown	treated vs control	interleukin 1-β stimulation	unknown	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'bottom up proteomics']	0.79	0.82	0.4	1.0	['data-dependent', 'Shotgun proteomics']	unknown	unknown	unknown	unknown	unknown	secreted, cytoplasmic and nuclear protein fractions	unknown	['QExactive orbitrap', 'Q Exactive']	unknown	label-free	orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.905	1.0	0.526	1.0
PXD003594	shard_0	unknown	MCF7	breast cancer cell	unknown	Breast cancer	cell culture	cell culture	unknown	Homo sapiens	breast	0.9	1.0	0.5	1.0	4	treated vs control	treatment	4	2	4	2	2	shotgun proteomics	0.911	0.822	1.0	1.0	unknown	unknown	iodoacetamide	trypsin	unknown	TiO2	unknown	unknown	['LTQ Orbitrap', 'Q Exactive']	unknown	label-free	['Orbitrap', 'Orbitrap']	['monohydroxylated residue', 'phosphorylated residue', 'deaminated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.915	0.99	0.6	1.0
PXD003971	shard_0	unknown	unknown	['fibroblast', 'mesenchymal stem cells']	unknown	chronic inflammation	cell culture	human fibroblasts	unknown	Homo sapiens	skin	0.877	0.967	0.467	1.0	unknown	treated vs control	inflammatory stimulation; dexamethasone treatment	unknown	unknown	unknown	unknown	unknown	['shotgun proteomics', 'label-free quantification']	0.83	0.9	0.4	1.0	['DDA', 'Shotgun proteomics', 'targeted']	unknown	iodoacetamide	trypsin	unknown	unknown	unknown	HCD	Q Exactive	ESI	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	DTT	0.866	0.837	0.737	1.0
PXD004334	shard_0	11.5–13.5	['RPE1WT', 'KDM3Anull', 'IFT81null', 'RPE1CrWT']	['retinal pigment epithelial cell', 'epithelial cell']	embryonic	Disease free	cell line	cell culture	unknown	Homo sapiens	unknown	0.917	0.967	0.667	1.0	3	treated vs control	wild-type vs null	3	unknown	3	2	2	['shotgun proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.905	0.85	0.9	1.0	unknown	unknown	unknown	trypsin	unknown	unknown	unknown	unknown	Q Exactive	ESI	label-free	Orbitrap	['acetylated', 'oxidation', 'mono-, di-, and trimethylation']	unknown	unknown	0.874	0.959	0.471	1.0
PXD004626	shard_0	unknown	unknown	['platelet', 'unknown']	unknown	['metastatic melanoma', 'cachexia']	biofluid	patient serum	unknown	Homo sapiens	unknown	0.841	0.931	0.375	1.0	unknown	unknown	unknown	3	unknown	3	unknown	unknown	['Shotgun proteomics', 'Targeted proteomics']	0.76	0.76	0.4	1.0	DDA	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	ESI	label-free	Orbitrap	['residues isobaric at 128.058578 Da', 'Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.856	0.911	0.5	1.0
PXD005045	shard_0	unknown	['BeWo', 'HTR8/SVneo']	['trophoblast', 'villous trophoblast', 'extravillous trophoblast']	unknown	normal	cell line	cell culture	unknown	Homo sapiens	placenta	0.891	0.947	0.588	1.0	unknown	cross-sectional	cell line	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.933	0.333	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.837	0.967	0.267	1.0
PXD005301	shard_0	unknown	A431	['epithelial cell', 'epidermoid carcinoma cell']	unknown	Skin squamous cell carcinoma	cell line	cell culture	unknown	Homo sapiens	skin	0.86	0.907	0.533	1.0	unknown	treated vs control	K8 wild type, phosphodead, and phosphomimetic mutants	unknown	unknown	unknown	unknown	unknown	tandem mass tag-based quantitative phosphoproteomics	0.828	0.922	0.333	1.0	['Shotgun proteomics', 'TMT']	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['LTQ Orbitrap Elite', 'LTQ Orbitrap Velos', 'Q Exactive']	unknown	TMT	Orbitrap	['TMT6plex-126 reporter+balance reagent acylated residue', 'phosphorylated residue', 'phosphorylation']	unknown	unknown	0.897	0.995	0.5	1.0
PXD005544	shard_0	unknown	unknown	unknown	unknown	['Breast cancer', 'Triple-negative breast cancer']	tissue	tumor biopsy	unknown	Homo sapiens	breast	0.84	0.92	0.4	1.0	34	case vs control	recurrence vs recurrence-free	34	unknown	34	unknown	unknown	Shotgun proteomics	0.872	0.878	0.667	1.0	unknown	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	TMT	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	unknown	unknown	0.868	0.971	0.412	1.0
PXD005753	shard_0	6 months	unknown	neurons	adult	Huntington disease	tissue	['mouse brain', 'human brain']	unknown	['Homo sapiens', 'Mus musculus']	brain	0.882	0.882	0.706	1.0	unknown	treated vs control	HD vs WT	2	3	8	unknown	unknown	shotgun proteomics	0.839	0.811	0.667	1.0	Shotgun proteomics	unknown	unknown	['trypsin', 'chymotrypsin', 'Lys C']	unknown	TiO2	basic reverse phase (bRP) liquid chromatography (LC)	unknown	Q-Exactive Orbitrap mass spectrometer	ESI	['TMT', 'label-free']	Orbitrap	['methionine oxidation', 'asparagine deamidation', 'glutamine deamidation', 'serine phosphorylation', 'threonine phosphorylation', 'tyrosin phosphorylation', 'lysine acetylation', 'cysteine methylthiomethane', '10-plex TMT on lysine and N-terminus']	unknown	unknown	0.9	0.892	0.769	1.0
PXD006114	shard_0	['4–6 weeks old', '6–8 weeks old']	['H1975', 'HCC827', 'H1975-HGF', 'HCC827-ER1', 'DR-HCC827']	['Epithelial cell', 'epithelial cell']	unknown	['non-small cell lung cancer', 'therapy resistance']	['tissue', 'cell line']	['mouse tumor xenograft', 'cell culture']	female	['Homo sapiens', 'Mus musculus']	lung	0.894	0.852	0.84	1.0	['5', '10']	treated vs control	treatment	5	unknown	41	unknown	unknown	shotgun proteomics	0.89	0.9	0.7	1.0	DDA	50 mM iodoacetamide	iodoacetamide	trypsin	['32%', '75%', '35%']	['IMAC', 'immunoprecipitation']	unknown	['HCD', 'CID']	Q Exactive	ESI	TMT	Orbitrap	['TMT6plex-126 reporter+balance reagent acylated residue', 'monohydroxylated residue', 'phosphorylated residue', 'iodoacetamide derivatized residue', 'Cysteine carbamidomethylation', 'TMT-labeled lysine', 'protein N-terminal', 'Oxidized methionine', 'phosphorylation of serine', 'phosphorylation of threonine', 'phosphorylation of tyrosine']	10 mM dithiothreitol (DTT)	dithiothreitol (DTT)	0.945	0.903	0.966	1.0
PXD006299	shard_0	unknown	['Jurkat', 'Hep-2']	['T cell', 'epithelial cell']	unknown	['T-cell lymphoma', 'normal']	cell line	cell culture	unknown	Homo sapiens	['blood', 'cervix']	0.828	0.811	0.611	1.0	['two different human cell lines', 'Jurkat cell', 'Hep-2 cell']	['case vs control', 'treated vs control']	['cell line', 'proteasomal inhibition', 'bortezomib']	2	unknown	2	unknown	unknown	['Shotgun proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.897	0.873	0.8	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive HF	unknown	label-free	Orbitrap	['monohydroxylated residue', 'phosphorylated residue', 'acetylated residue', 'ubiquitination signature dipeptidyl lysine']	unknown	unknown	0.85	0.944	0.389	1.0
PXD006447	shard_0	unknown	unknown	['yeast cell', 'human protein mixture']	unknown	normal	cell culture	cell culture	unknown	['Saccharomyces cerevisiae', 'Homo sapiens']	unknown	0.809	0.819	0.5	1.0	unknown	dose response	UPS1 concentration	unknown	unknown	24	12	12	shotgun proteomics	0.867	0.867	0.667	1.0	DDA	['7.5 mM iodoacetamide (IAM) for 30 minutes at room temperature in darkness', '7.5 mM IAM for 30 minutes at room temperature and darkness']	iodoacetamide (IAM)	trypsin	normalized collision energy of 30	unknown	unknown	HCD	Q Exactive HF	unknown	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	5 mM DTT for 30 minutes at 60°C	DTT	0.935	0.941	0.824	1.0
PXD006571	shard_0	['young', 'elderly']	JVM-13	['B cell', 'B cell']	adult	['chronic lymphocytic leukemia', 'B cell chronic lymphocytic leukemia']	['primary cells', 'cell line']	['patient serum', 'healthy donors', 'cell culture']	unknown	Homo sapiens	blood	0.885	0.87	0.75	1.0	['unknown', 'unknown', 'unknown']	case vs control	['B-CLL cells vs B cells from younger as well as elderly healthy donors', 'chronic B cell leukemia cell line JVM-13']	['unknown', 'unknown', 'unknown', 'unknown']	unknown	4	['unknown', 'unknown', 'unknown', 'unknown']	['unknown', 'unknown', 'unknown', 'unknown']	Shotgun proteomics	0.821	0.948	0.238	1.0	Shotgun proteomics	unknown	Carbamidomethyl	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	residues isobaric at 128.058578 Da	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.891	0.994	0.471	1.0
PXD006607	shard_0	unknown	unknown	primary human medulloblastomas	unknown	Childhood medulloblastoma	tissue	primary human medulloblastomas	unknown	Homo sapiens	Brain	0.857	0.943	0.429	1.0	primary human medulloblastomas	case vs control	group 3 vs group 4 medulloblastoma	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.833	0.889	0.444	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Fusion	unknown	SILAC	Orbitrap	phosphorylated residue	unknown	unknown	0.863	0.993	0.333	1.0
PXD006770	shard_0	unknown	unknown	Epithelial cell	unknown	['Chronic obstructive pulmonary disease', 'cystic fibrosis']	['biofluid', 'tissue']	bronchoalveolar lavage	unknown	['Homo sapiens', 'Mus musculus']	Lung	0.871	0.906	0.588	1.0	unknown	case vs control	COPD vs non-COPD	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.811	0.889	0.333	1.0	Shotgun proteomics	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	['Label free', 'Stable isotope ratio']	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.879	0.971	0.471	1.0
PXD006897	shard_0	unknown	unknown	['podocyte', 'glomerular cell']	unknown	['proteinuric kidney disease', 'proteinuric glomerular kidney diseases', 'sclerotic glomerular disease', 'sclerotic proteinuric diseases']	tissue	['mice', 'patients']	unknown	['Homo sapiens', 'Mus musculus']	Kidney	0.872	0.905	0.6	1.0	unknown	treated vs control	two different mouse models of sclerotic glomerular disease	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.933	0.333	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.82	0.933	0.267	1.0
PXD007149	shard_0	unknown	unknown	Epithelial cell	unknown	normal	cell line	cell culture	unknown	Homo sapiens	unknown	0.818	0.893	0.357	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.822	1.0	0.111	1.0	Shotgun proteomics	unknown	Carbamidomethyl	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	unknown	Orbitrap	['Carbamidomethyl', 'Oxidation']	unknown	unknown	0.85	0.95	0.375	1.0
PXD007270	shard_0	unknown	['H9 (WA09)', 'H1 (WA01)', 'HUES6', 'HUES9', 'hFIB2-iPS4', 'E14']	['embryonic stem cells', 'induced pluripotent stem cells', 'neural progenitor cells', 'neurons']	embryonic	normal	['cell line', 'tissue']	['cell culture', 'mouse embryos']	unknown	['Homo sapiens', 'Mus musculus', 'Mus musculus']	embryo	0.87	0.817	0.808	1.0	unknown	treated vs control	CSDE1 KD vs control	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.811	0.889	0.333	1.0	DDA	5 mM iodoacetamide (IAA), 45 min	iodoacetamide	trypsin	25	unknown	unknown	HCD	['Q Exactive', 'Thermo LTQ-Orbitrap Elite']	['ESI', 'nanoESI']	['TMT', 'label-free']	['Orbitrap', 'Orbitrap']	No PTMs are included in the dataset	1 mM DTT, 30 min	DTT	0.884	0.811	0.895	1.0
PXD007643	shard_0	unknown	unknown	unknown	unknown	unknown	biofluid	human blood plasma	unknown	['Escherichia coli', 'Homo sapiens']	blood	0.838	0.943	0.333	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'SRM-SIS']	0.84	1.0	0.2	1.0	SRM	unknown	unknown	unknown	unknown	unknown	2D-LC_alk	unknown	Q Exactive	unknown	SRM-SIS	Orbitrap	['Gln->pyro-Glu', 'Carbamidomethyl', 'Oxidation']	unknown	unknown	0.879	0.971	0.471	1.0
PXD007738	shard_0	unknown	['H9', 'H1', 'HUES6', 'HUES9', 'E14']	['embryonic stem cell', 'neuron']	embryonic	normal	cell line	cell culture	unknown	Homo sapiens	unknown	0.916	0.958	0.684	1.0	unknown	case vs control	unknown	unknown	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'tandem mass tag (TMT) proteomics']	0.83	0.94	0.3	1.0	DDA	5 mM	iodoacetamide	trypsin	25	unknown	unknown	HCD	LTQ Orbitrap Elite	nanoESI	['TMT', 'label-free']	Orbitrap	No PTMs are included in the dataset	1 mM	DTT	0.881	0.812	0.875	1.0
PXD007842	shard_0	unknown	unknown	unknown	unknown	Trypanosomiasis	biofluid	['patient serum', 'patient saliva', 'patient urine', 'patient CSF']	unknown	['Trypanosoma brucei', 'Homo sapiens']	unknown	0.778	0.778	0.444	1.0	unknown	case vs control	infection and disease stage	10	unknown	40	unknown	unknown	Shotgun proteomics	0.767	0.711	0.556	1.0	unknown	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	TIC	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.859	0.969	0.375	1.0
PXD007959	shard_0	<18 years old	unknown	mucosal epithelial cells	pediatric	"['inflammatory bowel disease', ""Crohn's disease"", 'ulcerative colitis', 'normal']"	['extracellular vesicles', 'MLI aspirate']	colon aspirate	unknown	Homo sapiens	['Colon', 'descending colon']	0.887	0.9	0.684	1.0	pediatric patients	case vs control	IBD vs non-IBD	71	unknown	71	unknown	unknown	shotgun proteomics	0.817	0.767	0.667	1.0	DDA	20 mM	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	Q Exactive	nanoESI	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	10 mM	dithiothreitol	0.825	0.75	0.75	1.0
PXD008076	shard_0	unknown	unknown	unknown	unknown	['Fibromyalgia', 'normal']	biofluid	cerebrospinal fluid	unknown	Homo sapiens	unknown	0.83	0.927	0.333	1.0	unknown	case vs control	FM vs non-pain controls	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.806	0.878	0.333	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	unknown	unknown	unknown	LTQ FT	unknown	label-free	unknown	['Deamidated', 'Carbamidomethyl', 'Oxidation']	unknown	unknown	0.856	0.971	0.353	1.0
PXD008178	shard_0	unknown	['HeLa', 'GM0038', 'CDG359', 'CDG406']	['epithelial cell', 'fibroblast']	unknown	['cervical adenocarcinoma', 'normal', 'SSR3-CDG', 'TRAPγ-deficient', 'TRAPδ-deficient']	cell line	['cell culture', 'cell culture']	unknown	Homo sapiens	cervix	0.891	0.904	0.696	1.0	3	treated vs control	['TRAP depletion vs control', 'Sec61 depletion vs control']	3	1	9	3	3	['Shotgun proteomics', 'bottom-up proteomics']	0.873	0.745	1.0	1.0	DDA	40 mM	2-chloroacetamide	['lysC', 'trypsin']	unknown	unknown	SDB-RPS StageTips	HCD	['Q Exactive HF', 'Q Exactive']	nanoESI	label-free	Orbitrap	['carbamidomethylation', 'oxidation', 'acetylation']	20 mM	TCEP	0.895	0.832	0.895	1.0
PXD008333	shard_0	unknown	unknown	['spermatozoa', 'male germ cells']	unknown	['idiopathic male infertility', 'oligospermia']	biofluid	['patient sperm', 'spermatozoa']	male	Homo sapiens	testis	0.879	0.924	0.588	1.0	unknown	case vs control	homozygous rs35033974	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.933	0.333	1.0	Shotgun proteomics	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	unknown	unknown	0.85	0.912	0.471	1.0
PXD008468	shard_0	unknown	unknown	unknown	unknown	Acute myocardial infarction	biofluid	patient plasma	unknown	Homo sapiens	Blood plasma	0.825	0.907	0.357	1.0	unknown	time course	time post-heparin	9	unknown	36	unknown	unknown	['Affinity purification coupled with mass spectrometry proteomics', 'TMT']	0.855	0.87	0.6	1.0	['DIA', 'targeted']	unknown	iodoacetamide	unknown	unknown	antibody	unknown	HCD	Q Exactive	nanoESI	TMT	Orbitrap	['monohydroxylated residue', 'TMT6plex-126 reporter+balance reagent acylated residue', 'deamidated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.861	0.847	0.684	1.0
PXD008581	shard_0	unknown	unknown	endothelial cell	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	unknown	0.857	1.0	0.286	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.822	1.0	0.111	1.0	DDA	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Phospho', 'Deamidated', 'Carbamidomethyl', 'Oxidation']	unknown	unknown	0.839	0.9	0.444	1.0
PXD008719	shard_0	unknown	['MCF-7', 'ZR-75-1']	['epithelial cell', 'fibroblast']	unknown	['breast cancer', 'normal']	cell culture	cell culture	unknown	Homo sapiens	breast	0.879	0.924	0.588	1.0	unknown	treated vs control	curcumin treatment vs control; single vs co-culture; cell type	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.811	0.889	0.333	1.0	['unknown', 'Shotgun proteomics']	unknown	Carbamidomethyl	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	MS1 intensity based label-free quantification method	unknown	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.878	1.0	0.389	1.0
